"","nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","vaccess","pcirr","rice","wheat","milk","potato","egg","oil","vill"
"189",111032,1991,1,11,35,1,1,7,6,6705,2064.74584960938,309.130645751953,2373.87670898438,1,0,10,9,12,10,3,55,11
"190",111042,1991,1,11,26,1,3,4,8,30220,3275.3701171875,554.428100585938,3829.79809570312,1,0,10,9,12,10,3,55,11
"191",111062,1991,1,11,48,1,2,6,3,16082,2839.23168945312,392.140228271484,3231.3720703125,1,0,10,9,12,10,3,55,11
"192",111082,1991,1,11,55,1,3,4,20,20315,2803.12744140625,390.843841552734,3193.97143554688,1,0,10,9,12,10,3,55,11
"193",111102,1991,1,11,25,1,0,3,7,8775,3660.96264648438,984.71826171875,4645.6806640625,1,0,10,9,12,10,3,55,11
"194",111112,1991,1,11,32,1,0,4,6,7490,3037.08227539062,172.460525512695,3209.54248046875,1,0,10,9,12,10,3,55,11
"195",112014,1991,2,11,56,1,0,8,7,27220,3200.77514648438,866.23193359375,4067.00708007812,1,0.800000011920929,10,9.5,15,10,3,55,40
"196",112022,1991,2,11,35,1,2,6,45,45280,3601.75122070312,1047.63000488281,4649.380859375,1,0.800000011920929,10,9.5,15,10,3,55,40
"197",112024,1991,2,11,66,1,0,6,35,31625,2021.83312988281,143.142059326172,2164.97534179688,1,0.800000011920929,10,9.5,15,10,3,55,40
"198",112032,1991,2,11,60,1,0,6,38,8995,2391.53979492188,222.0712890625,2613.61108398438,1,0.800000011920929,10,9.5,15,10,3,55,40
"199",112034,1991,2,11,42,1,8,5,45,57075,3773.86303710938,1578.37353515625,5352.2373046875,1,0.800000011920929,10,9.5,15,10,3,55,40
"200",112044,1991,2,11,24,1,3,3,1,5075,2670.39526367188,300.644958496094,2971.04028320312,1,0.800000011920929,10,9.5,15,10,3,55,40
"201",112062,1991,2,11,38,1,3,6,18,27580,2951.87670898438,310.764984130859,3262.6416015625,1,0.800000011920929,10,9.5,15,10,3,55,40
"202",112072,1991,2,11,37,1,0,6,3,6245,2542.03735351562,322.352691650391,2864.38989257812,1,0.800000011920929,10,9.5,15,10,3,55,40
"203",112102,1991,2,11,32,1,5,3,3,6660,2911.44018554688,337.814819335938,3249.25561523438,1,0.800000011920929,10,9.5,15,10,3,55,40
"204",112112,1991,2,11,52,1,2,6,46,54830,2736.69555664062,516.254150390625,3252.94921875,1,0.800000011920929,10,9.5,15,10,3,55,40
"205",113014,1991,3,11,35,1,4,6,2,3015,2891.94409179688,226.973526000977,3118.91748046875,1,0.0500000007450581,10,9.5,14,10,2.75,55,69
"206",113025,1991,3,11,60,1,9,2,1,1,4043.22241210938,10297.3291015625,14340.5517578125,1,0.0500000007450581,10,9.5,14,10,2.75,55,69
"207",113034,1991,3,11,36,1,2,5,46,27028,3143.39575195312,690.870910644531,3834.26635742188,1,0.0500000007450581,10,9.5,14,10,2.75,55,69
"208",113052,1991,3,11,26,1,2,2,3,4503,3760.6103515625,421.402862548828,4182.01318359375,1,0.0500000007450581,10,9.5,14,10,2.75,55,69
"209",113062,1991,3,11,32,1,3,6,14,27440,3104.9580078125,613.370178222656,3718.328125,1,0.0500000007450581,10,9.5,14,10,2.75,55,69
"210",113082,1991,3,11,24,1,6,6,8,15240,2599.5,335.215850830078,2934.71557617188,1,0.0500000007450581,10,9.5,14,10,2.75,55,69
"211",113092,1991,3,11,32,1,2,4,6,11875,3608.97265625,629.744506835938,4238.716796875,1,0.0500000007450581,10,9.5,14,10,2.75,55,69
"212",113102,1991,3,11,24,1,2,2,2,4965,3933.90991210938,325.321990966797,4259.23193359375,1,0.0500000007450581,10,9.5,14,10,2.75,55,69
"213",121014,1991,1,12,50,1,0,10,10,16570,2795.32934570312,222.292190551758,3017.62158203125,1,0.25,9,7,16,8,2.5,56,12
"214",121024,1991,1,12,20,1,0,6,1,1185,2810.34838867188,530.095336914062,3340.44360351562,1,0.25,9,7,16,8,2.5,56,12
"215",121034,1991,1,12,41,1,6,14,8,9500,1775.08703613281,357.950653076172,2133.03759765625,1,0.25,9,7,16,8,2.5,56,12
"216",121092,1991,1,12,38,1,2,6,1,9036,3679.736328125,588.380798339844,4268.11669921875,1,0.25,9,7,16,8,2.5,56,12
"217",121102,1991,1,12,31,1,3,4,7,8300,3089.07250976562,534.467163085938,3623.53955078125,1,0.25,9,7,16,8,2.5,56,12
"218",122022,1991,2,12,27,1,0,3,8,10315,2426.19995117188,458.262817382812,2884.46264648438,1,0.129999995231628,9,7.5,16,8,2.5,56,41
"219",122034,1991,2,12,60,1,0,10,48,59460,4005.82958984375,2490.83154296875,6496.6611328125,1,0.129999995231628,9,7.5,16,8,2.5,56,41
"220",122062,1991,2,12,50,1,2,8,28,9525,1581.36254882812,340.355133056641,1921.71752929688,1,0.129999995231628,9,7.5,16,8,2.5,56,41
"221",122122,1991,2,12,25,1,0,3,28,10225,3373.5732421875,548.881042480469,3922.45434570312,1,0.129999995231628,9,7.5,16,8,2.5,56,41
"222",123012,1991,3,12,60,1,0,7,20,27900,2641.58715820312,383.381011962891,3024.96801757812,1,0.75,9,7.5,16,8,2.5,56,70
"223",123022,1991,3,12,32,1,12,6,20,33365,3940.84252929688,621.592712402344,4562.43505859375,1,0.75,9,7.5,16,8,2.5,56,70
"224",123032,1991,3,12,25,1,0,5,40,33595,2944.86181640625,1311.13037109375,4255.9921875,1,0.75,9,7.5,16,8,2.5,56,70
"225",123042,1991,3,12,65,1,0,2,17.5,18530,4124.5400390625,1142.67907714844,5267.21875,1,0.75,9,7.5,16,8,2.5,56,70
"226",123044,1991,3,12,25,1,0,5,45,37655,2762.40209960938,294.879089355469,3057.28100585938,1,0.75,9,7.5,16,8,2.5,56,70
"227",123052,1991,3,12,37,1,5,5,11,38617,3178.32202148438,1070.61535644531,4248.93701171875,1,0.75,9,7.5,16,8,2.5,56,70
"228",123062,1991,3,12,30,1,5,4,18.75,42975,3942.57495117188,538.606201171875,4481.181640625,1,0.75,9,7.5,16,8,2.5,56,70
"229",131014,1991,1,13,35,1,0,7,39,55200,2198.43432617188,3323.06518554688,5521.49951171875,1,0.449999988079071,10.3999996185303,8.5,13,8,2.25,48,13
"230",131022,1991,1,13,24,1,0,3,2,2098,2039.16345214844,210.268676757812,2249.43212890625,1,0.449999988079071,10.3999996185303,8.5,13,8,2.25,48,13
"231",131042,1991,1,13,35,1,0,5,1,7050,3500.66015625,630.695556640625,4131.35546875,1,0.449999988079071,10.3999996185303,8.5,13,8,2.25,48,13
"232",131054,1991,1,13,38,1,11,4,10,32007,3730.28247070312,998.410583496094,4728.69287109375,1,0.449999988079071,10.3999996185303,8.5,13,8,2.25,48,13
"233",132022,1991,2,13,36,1,0,7,30,43100,2262.93310546875,265.233764648438,2528.1669921875,1,0.5,10.3999996185303,9,16,10,2.5,56,42
"234",132042,1991,2,13,25,1,16,2,20,56450,5095.0205078125,12296.818359375,17391.83984375,1,0.5,10.3999996185303,9,16,10,2.5,56,42
"235",132072,1991,2,13,43,1,10,5,2,17000,4280.51025390625,1130.76928710938,5411.279296875,1,0.5,10.3999996185303,9,16,10,2.5,56,42
"236",132092,1991,2,13,41,1,0,4,27,45239,3886.25244140625,467.881225585938,4354.1337890625,1,0.5,10.3999996185303,9,16,10,2.5,56,42
"237",133012,1991,3,13,40,1,0,5,3,7250,2629.49389648438,479.279998779297,3108.77368164062,1,0.519999980926514,11,9.5,16,8,2.5,48,71
"238",133034,1991,3,13,36,1,0,5,1,2700,3025.81811523438,368.328582763672,3394.14697265625,1,0.519999980926514,11,9.5,16,8,2.5,48,71
"239",133054,1991,3,13,38,1,0,6,34,49900,3971.45825195312,1833.48132324219,5804.939453125,1,0.519999980926514,11,9.5,16,8,2.5,48,71
"240",133062,1991,3,13,59,1,3,7,1,209185,6154.62646484375,2843.435546875,8998.0615234375,1,0.519999980926514,11,9.5,16,8,2.5,48,71
"241",133072,1991,3,13,37,1,1,10,39,101714,3609.59106445312,980.578674316406,4590.17041015625,1,0.519999980926514,11,9.5,16,8,2.5,48,71
"242",133112,1991,3,13,38,1,0,6,1,1425,2016.056640625,163.185989379883,2179.24243164062,1,0.519999980926514,11,9.5,16,8,2.5,48,71
"243",133122,1991,3,13,34,1,0,5,1,2680,2370.744140625,496.248382568359,2866.99243164062,1,0.519999980926514,11,9.5,16,8,2.5,48,71
"244",141012,1991,1,14,53,1,0,7,4,5220,2370.744140625,131.862167358398,2502.6064453125,1,0.119999997317791,10,10,15,9,2.5,56,14
"245",141014,1991,1,14,23,1,0,3,3,3138,3468.88842773438,448.102508544922,3916.99096679688,1,0.119999997317791,10,10,15,9,2.5,56,14
"246",141042,1991,1,14,28,1,5,5,4,15620,3143.66186523438,359.718536376953,3503.38037109375,1,0.119999997317791,10,10,15,9,2.5,56,14
"247",141044,1991,1,14,35,1,4,4,19,6155,2616.830078125,163.904602050781,2780.73486328125,1,0.119999997317791,10,10,15,9,2.5,56,14
"248",141054,1991,1,14,30,1,10,4,3,6030,2205.24243164062,515.180480957031,2720.4228515625,1,0.119999997317791,10,10,15,9,2.5,56,14
"249",141072,1991,1,14,35,1,3,4,13,10250,2556.1748046875,549.209838867188,3105.38452148438,1,0.119999997317791,10,10,15,9,2.5,56,14
"250",141074,1991,1,14,32,1,0,5,2,5580,2824.79028320312,359.108795166016,3183.89916992188,1,0.119999997317791,10,10,15,9,2.5,56,14
"251",141102,1991,1,14,35,1,7,4,1,3655,2586.50244140625,316.160003662109,2902.662109375,1,0.119999997317791,10,10,15,9,2.5,56,14
"252",141122,1991,1,14,29,1,0,4,25,52639,2255.06640625,332.577270507812,2587.6435546875,1,0.119999997317791,10,10,15,9,2.5,56,14
"253",141162,1991,1,14,50,1,0,4,1,4610,2876.44653320312,302.399261474609,3178.845703125,1,0.119999997317791,10,10,15,9,2.5,56,14
"254",142012,1991,2,14,27,1,0,5,4,23500,3320.427734375,543.428588867188,3863.85595703125,1,0.0500000007450581,10.5,10,16,9,2,52,43
"255",142022,1991,2,14,50,1,0,7,7,43560,3631.87280273438,642.30078125,4274.17431640625,1,0.0500000007450581,10.5,10,16,9,2,52,43
"256",142034,1991,2,14,45,1,0,4,16,40830,3175.72265625,228.178558349609,3403.9013671875,1,0.0500000007450581,10.5,10,16,9,2,52,43
"257",142052,1991,2,14,37,1,2,5,1,47100,3341.22387695312,525.953308105469,3867.17724609375,1,0.0500000007450581,10.5,10,16,9,2,52,43
"258",142064,1991,2,14,46,1,9,4,10,77700,3130.23120117188,820.033630371094,3950.2646484375,1,0.0500000007450581,10.5,10,16,9,2,52,43
"259",142082,1991,2,14,50,1,0,6,10,52210,3204.60571289062,361.829986572266,3566.43530273438,1,0.0500000007450581,10.5,10,16,9,2,52,43
"260",142102,1991,2,14,28,1,10,4,5,57805,3084.740234375,695.242309570312,3779.982421875,1,0.0500000007450581,10.5,10,16,9,2,52,43
"261",142132,1991,2,14,52,1,0,6,26,80050,3477.21337890625,683.831115722656,4161.04443359375,1,0.0500000007450581,10.5,10,16,9,2,52,43
"262",143012,1991,3,14,40,1,4,9,26,19715,2043.01428222656,124.616928100586,2167.63110351562,1,0.100000001490116,10,10,15,9,2.5,52,72
"263",143014,1991,3,14,36,1,0,6,49,29900,2297.30786132812,372.662841796875,2669.970703125,1,0.100000001490116,10,10,15,9,2.5,52,72
"264",143024,1991,3,14,45,1,4,6,41.25,31351,2221.12817382812,228.565383911133,2449.69360351562,1,0.100000001490116,10,10,15,9,2.5,52,72
"265",143032,1991,3,14,53,1,0,6,5,22850,2485.1220703125,366.789520263672,2851.91186523438,1,0.100000001490116,10,10,15,9,2.5,52,72
"266",143054,1991,3,14,37,1,10,5,6,89000,4839.06884765625,4495.86474609375,9334.9345703125,1,0.100000001490116,10,10,15,9,2.5,52,72
"267",143082,1991,3,14,40,1,8,5,1,198000,4213.7890625,1283.49096679688,5497.2802734375,1,0.100000001490116,10,10,15,9,2.5,52,72
"268",143103,1991,3,14,40,1,9,8,16.25,23050,2714.31103515625,363.813171386719,3078.1240234375,1,0.100000001490116,10,10,15,9,2.5,52,72
"269",143172,1991,3,14,45,1,0,6,10,12760,2634.15991210938,538.299743652344,3172.4599609375,1,0.100000001490116,10,10,15,9,2.5,52,72
"270",151014,1991,1,15,36,0,0,3,5,13900,3327.35961914062,510.88916015625,3838.2490234375,1,0.800000011920929,8,9,8,8,2,55,15
"271",151032,1991,1,15,27,1,2,3,10,31100,4921.7197265625,1272.62890625,6194.34912109375,1,0.800000011920929,8,9,8,8,2,55,15
"272",151044,1991,1,15,45,1,1,6,39,83300,4220.36474609375,1723.20190429688,5943.56689453125,1,0.800000011920929,8,9,8,8,2,55,15
"273",152024,1991,2,15,34,1,0,6,2,20365,2397.31665039062,368.482269287109,2765.798828125,1,0.0199999995529652,8,9,10,8,2.5,52,44
"274",152032,1991,2,15,39,1,2,8,16,72000,2613.49755859375,2673.8173828125,5287.314453125,1,0.0199999995529652,8,9,10,8,2.5,52,44
"275",152044,1991,2,15,52,1,2,3,14,37330,3136.73022460938,536.861572265625,3673.591796875,1,0.0199999995529652,8,9,10,8,2.5,52,44
"276",152062,1991,2,15,55,1,0,3,1,75,3995.2314453125,624.540771484375,4619.77197265625,1,0.0199999995529652,8,9,10,8,2.5,52,44
"277",152072,1991,2,15,32,1,0,7,1,7600,2619.30541992188,274.823822021484,2894.12939453125,1,0.0199999995529652,8,9,10,8,2.5,52,44
"278",152082,1991,2,15,38,0,0,2,1,3130,5519.6044921875,474.8125,5994.4169921875,1,0.0199999995529652,8,9,10,8,2.5,52,44
"279",152102,1991,2,15,35,1,0,8,2,16110,2694.814453125,435.921569824219,3130.73583984375,1,0.0199999995529652,8,9,10,8,2.5,52,44
"280",153022,1991,3,15,25,1,0,6,33,58385,3317.611328125,1464.98779296875,4782.59912109375,1,0.800000011920929,7,9,8,8,2,55,73
"281",153024,1991,3,15,26,1,5,3,30,15525,3523.76684570312,1693.43908691406,5217.2060546875,1,0.800000011920929,7,9,8,8,2,55,73
"282",153062,1991,3,15,37,1,0,5,5,32675,2582.16967773438,481.379241943359,3063.54907226562,1,0.800000011920929,7,9,8,8,2,55,73
"283",153082,1991,3,15,30,1,0,5,5,16150,3081.27392578125,659.039123535156,3740.31298828125,1,0.800000011920929,7,9,8,8,2,55,73
"284",153092,1991,3,15,28,1,0,4,2,6950,3102.0703125,479.621643066406,3581.69189453125,1,0.800000011920929,7,9,8,8,2,55,73
"285",153112,1991,3,15,63,1,5,3,10,33750,3271.037109375,531.252563476562,3802.28955078125,1,0.800000011920929,7,9,8,8,2,55,73
"286",161014,1991,1,16,42,1,0,6,4,12100,1955.40148925781,178.717407226562,2134.11889648438,1,0.75,10,9,12,9,2,60,16
"287",161022,1991,1,16,27,1,0,3,2,16900,2784.35327148438,274.914764404297,3059.26831054688,1,0.75,10,9,12,9,2,60,16
"288",161034,1991,1,16,65,1,0,4,6,8400,1819.64990234375,122.416610717773,1942.06652832031,1,0.75,10,9,12,9,2,60,16
"289",161042,1991,1,16,38,1,0,5,7,15550,1670.61206054688,145.857894897461,1816.46997070312,1,0.75,10,9,12,9,2,60,16
"290",161054,1991,1,16,40,1,0,8,14,31000,2103.4287109375,191.715896606445,2295.14453125,1,0.75,10,9,12,9,2,60,16
"291",161072,1991,1,16,58,1,0,7,10,37000,2663.86889648438,196.934677124023,2860.80395507812,1,0.75,10,9,12,9,2,60,16
"292",161092,1991,1,16,55,1,0,1,1,250,3333.13696289062,436.353668212891,3769.49047851562,1,0.75,10,9,12,9,2,60,16
"293",161102,1991,1,16,51,1,0,6,7,11500,1900.52331542969,272.935028076172,2173.45825195312,1,0.75,10,9,12,9,2,60,16
"294",161122,1991,1,16,28,1,0,4,5,18500,3143.22900390625,463.0576171875,3606.28662109375,1,0.75,10,9,12,9,2,60,16
"295",162012,1991,2,16,38,1,5,7,9,14800,2213.28857421875,103.394668579102,2316.68334960938,1,0.550000011920929,10,9,11,9,2,60,45
"296",162032,1991,2,16,30,1,5,3,1,8700,2674.5966796875,416.839324951172,3091.43579101562,1,0.550000011920929,10,9,11,9,2,60,45
"297",162102,1991,2,16,23,1,8,2,2,20700,4284.84228515625,792.481811523438,5077.32373046875,1,0.550000011920929,10,9,11,9,2,60,45
"298",162122,1991,2,16,60,1,5,2,10,1,4158.11669921875,382.940612792969,4541.0576171875,1,0.550000011920929,10,9,11,9,2,60,45
"299",163014,1991,3,16,24,1,7,2,3,7400,2270.22998046875,378.5,2648.72998046875,1,0.5,10,9,11,9,2,60,74
"300",163022,1991,3,16,38,1,0,4,1,5230,3717.28491210938,470.30029296875,4187.5849609375,1,0.5,10,9,11,9,2,60,74
"301",163024,1991,3,16,50,1,5,2,1,2320,1754.66247558594,189.430236816406,1944.0927734375,1,0.5,10,9,11,9,2,60,74
"302",163032,1991,3,16,42,1,0,7,13,23800,2230.61865234375,301.014099121094,2531.63256835938,1,0.5,10,9,11,9,2,60,74
"303",163034,1991,3,16,50,1,0,2,1,6900,2131.59033203125,500.834655761719,2632.42504882812,1,0.5,10,9,11,9,2,60,74
"304",163044,1991,3,16,36,1,0,5,16,21280,2003.34802246094,193.796661376953,2197.14477539062,1,0.5,10,9,11,9,2,60,74
"305",163054,1991,3,16,32,1,7,4,1,14100,2387.20751953125,3596.08349609375,5983.29150390625,1,0.5,10,9,11,9,2,60,74
"306",163082,1991,3,16,38,1,0,6,9,9000,2225.171875,221.485443115234,2446.65747070312,1,0.5,10,9,11,9,2,60,74
"307",163092,1991,3,16,60,1,0,6,1,4600,1822.53857421875,164.585403442383,1987.1240234375,1,0.5,10,9,11,9,2,60,74
"308",163102,1991,3,16,42,1,0,4,7,12700,2673.15258789062,590.924560546875,3264.0771484375,1,0.5,10,9,11,9,2,60,74
"309",163122,1991,3,16,32,1,0,4,1,8800,2703.48022460938,447.077911376953,3150.55810546875,1,0.5,10,9,11,9,2,60,74
"310",171013,1991,1,17,69,1,4,7,31,70100,3545.49243164062,795.359313964844,4340.85205078125,1,0,9,10,20,9,2.5,56,17
"311",171024,1991,1,17,45,1,0,7,9,7550,1601.787109375,209.26057434082,1811.04772949219,1,0,9,10,20,9,2.5,56,17
"312",171043,1991,1,17,52,1,0,3,37,59325,2671.70825195312,360.450439453125,3032.15893554688,1,0,9,10,20,9,2.5,56,17
"313",171073,1991,1,17,45,1,0,7,25,30920,2866.87744140625,506.310821533203,3373.18798828125,1,0,9,10,20,9,2.5,56,17
"314",171093,1991,1,17,65,1,0,8,20,33160,3230.16137695312,264.037994384766,3494.19921875,1,0,9,10,20,9,2.5,56,17
"315",171113,1991,1,17,32,1,2,4,40,62310,4001.06396484375,608.861694335938,4609.92529296875,1,0,9,10,20,9,2.5,56,17
"316",171123,1991,1,17,55,1,2,9,35,27500,2039.60754394531,220.328842163086,2259.93627929688,1,0,9,10,20,9,2.5,56,17
"317",172034,1991,2,17,40,1,0,6,44,30000,3051.52416992188,256.859436035156,3308.38403320312,1,0,9.5,10,20,9,2.75,56,46
"318",172073,1991,2,17,23,1,4,3,37,49800,5323.1982421875,898.781005859375,6221.97900390625,1,0,9.5,10,20,9,2.75,56,46
"319",172113,1991,2,17,56,1,3,7,26,23600,4135.6806640625,627.746765136719,4763.42724609375,1,0,9.5,10,20,9,2.75,56,46
"320",173013,1991,3,17,38,1,0,7,15,11500,2576.1044921875,487.251708984375,3063.35595703125,1,0,9,10,1,9,2.5,56,75
"321",173033,1991,3,17,48,1,2,3,31,26250,3766.38671875,788.554931640625,4554.94189453125,1,0,9,10,1,9,2.5,56,75
"322",173123,1991,3,17,40,1,5,7,15,15360,2360.59375,327.141662597656,2687.73510742188,1,0,9,10,1,9,2.5,56,75
"323",181013,1991,1,18,38,1,7,8,29,14161,2361.0244140625,401.986907958984,2763.01123046875,1,0.100000001490116,10,8,10,8,2,56,18
"324",181014,1991,1,18,45,0,0,5,1,8712,2594.30078125,529.816711425781,3124.11767578125,1,0.100000001490116,10,8,10,8,2,56,18
"325",181023,1991,1,18,22,1,0,3,2,3035,3798.15844726562,530.031799316406,4328.19091796875,1,0.100000001490116,10,8,10,8,2,56,18
"326",181024,1991,1,18,55,1,0,3,1,1,3106.40258789062,535.410339355469,3641.81298828125,1,0.100000001490116,10,8,10,8,2,56,18
"327",181034,1991,1,18,50,1,0,2,27,11861,4432.1474609375,981.802490234375,5413.9501953125,1,0.100000001490116,10,8,10,8,2,56,18
"328",181054,1991,1,18,30,1,0,4,24,12150,2792.29638671875,308.424743652344,3100.72119140625,1,0.100000001490116,10,8,10,8,2,56,18
"329",181083,1991,1,18,31,1,3,4,1,2130,3034.91674804688,419.680786132812,3454.59790039062,1,0.100000001490116,10,8,10,8,2,56,18
"330",181103,1991,1,18,35,1,0,4,1,32070,3535.31958007812,771.857666015625,4307.17724609375,1,0.100000001490116,10,8,10,8,2,56,18
"331",182023,1991,2,18,52,0,0,1,1,5300,3206.0498046875,505.454559326172,3711.50463867188,1,0.0500000007450581,10,9,10,8,2,56,47
"332",182024,1991,2,18,32,0,0,1,1,2550,2998.08984375,252.858245849609,3250.94799804688,1,0.0500000007450581,10,9,10,8,2,56,47
"333",182033,1991,2,18,26,1,0,4,4.5,4542,2005.94750976562,138.334411621094,2144.28173828125,1,0.0500000007450581,10,9,10,8,2,56,47
"334",182034,1991,2,18,24,1,0,2,6,4333,2450.95727539062,268.141815185547,2719.09912109375,1,0.0500000007450581,10,9,10,8,2,56,47
"335",182043,1991,2,18,38,1,0,5,34,22228,2124.65795898438,194.805709838867,2319.46337890625,1,0.0500000007450581,10,9,10,8,2,56,47
"336",182044,1991,2,18,45,1,0,5,2,2061,1711.6083984375,113.761352539062,1825.36962890625,1,0.0500000007450581,10,9,10,8,2,56,47
"337",182054,1991,2,18,33,0,0,4,2,2300,1308.4150390625,62.7954521179199,1371.21057128906,1,0.0500000007450581,10,9,10,8,2,56,47
"338",182103,1991,2,18,55,1,1,5,17,16464,3680.89208984375,532.432861328125,4213.3251953125,1,0.0500000007450581,10,9,10,8,2,56,47
"339",182123,1991,2,18,45,1,0,6,32,21227,2865.2265625,118.95240020752,2984.17895507812,1,0.0500000007450581,10,9,10,8,2,56,47
"340",183034,1991,3,18,60,1,0,4,2,3450,2954.76489257812,298.655487060547,3253.42016601562,1,0.0500000007450581,10,8,8,10,2,48,76
"341",183043,1991,3,18,32,1,1,6,8,22270,2443.53002929688,369.137176513672,2812.66723632812,1,0.0500000007450581,10,8,8,10,2,48,76
"342",183113,1991,3,18,34,1,0,3,47,30350,3746.16821289062,1509.74035644531,5255.90771484375,1,0.0500000007450581,10,8,8,10,2,48,76
"343",183123,1991,3,18,30,1,0,5,9,20920,2224.42944335938,493.167144775391,2717.5966796875,1,0.0500000007450581,10,8,8,10,2,48,76
"344",191023,1991,1,19,47,1,0,6,36,19250,2507.95239257812,245.876342773438,2753.82861328125,1,0,11,8,16,12,2.5,54,19
"345",191043,1991,1,19,43,1,0,5,42,73185,3570.25073242188,2214.35595703125,5784.6064453125,1,0,11,8,16,12,2.5,54,19
"346",191053,1991,1,19,30,1,4,3,6,35850,3327.35961914062,761.267578125,4088.626953125,1,0,11,8,16,12,2.5,54,19
"347",191143,1991,1,19,50,1,0,10,40,31908,2233.40380859375,311.118835449219,2544.52270507812,1,0,11,8,16,12,2.5,54,19
"348",192023,1991,2,19,63,1,6,3,25,60070,3862.85693359375,2005.98815917969,5868.84423828125,1,0,11,9,10,8,2.5,64,48
"349",192043,1991,2,19,57,1,2,7,44,72113,3273.51293945312,788.983459472656,4062.49633789062,1,0,11,9,10,8,2.5,64,48
"350",192053,1991,2,19,24,1,0,5,1,1762,2706.26538085938,653.233093261719,3359.49853515625,1,0,11,9,10,8,2.5,64,48
"351",192083,1991,2,19,38,1,4,7,6,33008,2562.36450195312,496.091705322266,3058.45629882812,1,0,11,9,10,8,2.5,64,48
"352",192103,1991,2,19,43,1,0,5,10,4972,3695.00415039062,1689.375,5384.37890625,1,0,11,9,10,8,2.5,64,48
"353",192123,1991,2,19,51,0,0,9,4,20085,2645.71337890625,394.174285888672,3039.88745117188,1,0,11,9,10,8,2.5,64,48
"354",193023,1991,3,19,55,1,0,5,4,7385,2519.98583984375,515.97802734375,3035.96435546875,0,0,11,9,10,8,2.5,64,77
"355",193034,1991,3,19,27,1,0,4,45,45090,2868.90283203125,791.118347167969,3660.02124023438,0,0,11,9,10,8,2.5,64,77
"356",193054,1991,3,19,53,1,0,3,3,3410,2677.48510742188,507.557373046875,3185.04272460938,0,0,11,9,10,8,2.5,64,77
"357",193064,1991,3,19,33,1,0,4,6,7357,2577.83740234375,427.958068847656,3005.79541015625,0,0,11,9,10,8,2.5,64,77
"358",201023,1991,1,20,45,1,0,3,1,11990,3997.45385742188,474.638916015625,4472.0927734375,1,0.990000009536743,8,8,10,8,2,48,20
"359",201053,1991,1,20,50,1,0,3,1,2010,2729.47485351562,293.08984375,3022.56469726562,1,0.990000009536743,8,8,10,8,2,48,20
"360",201054,1991,1,20,54,1,4,6,3,17410,2264.16455078125,236.009918212891,2500.17456054688,1,0.990000009536743,8,8,10,8,2,48,20
"361",201063,1991,1,20,32,1,0,3,11,8300,2715.03344726562,234.727951049805,2949.76147460938,1,0.990000009536743,8,8,10,8,2,48,20
"362",201093,1991,1,20,30,1,0,3,1,3070,2946.09985351562,165.267684936523,3111.36743164062,1,0.990000009536743,8,8,10,8,2,48,20
"363",201103,1991,1,20,40,1,2,6,1,7250,2643.28125,333.049224853516,2976.33032226562,1,0.990000009536743,8,8,10,8,2,48,20
"364",201113,1991,1,20,36,1,0,7,1,5600,2743.09130859375,159.373382568359,2902.46484375,1,0.990000009536743,8,8,10,8,2,48,20
"365",201123,1991,1,20,30,1,4,3,1,4275,3789.4931640625,354.925659179688,4144.41943359375,1,0.990000009536743,8,8,10,8,2,48,20
"366",202013,1991,2,20,35,1,0,6,5,44910,2905.66333007812,1513.1376953125,4418.80078125,1,0.600000023841858,8,7.5,10,10,2,50,49
"367",202033,1991,2,20,48,1,0,7,10,21700,2431.15112304688,240.448135375977,2671.59912109375,1,0.600000023841858,8,7.5,10,10,2,50,49
"368",202053,1991,2,20,45,0,0,5,1,5210,2935.70190429688,257.932800292969,3193.63500976562,1,0.600000023841858,8,7.5,10,10,2,50,49
"369",202063,1991,2,20,35,1,5,7,1,8700,2382.08740234375,360.847106933594,2742.93432617188,1,0.600000023841858,8,7.5,10,10,2,50,49
"370",202073,1991,2,20,38,1,0,5,30,32940,2464.32568359375,237.36572265625,2701.69140625,1,0.600000023841858,8,7.5,10,10,2,50,49
"371",202083,1991,2,20,50,1,0,4,15,17775,2088.26489257812,257.295288085938,2345.56030273438,1,0.600000023841858,8,7.5,10,10,2,50,49
"372",202093,1991,2,20,55,1,0,6,5,23050,2351.10327148438,179.219970703125,2530.3232421875,1,0.600000023841858,8,7.5,10,10,2,50,49
"373",202103,1991,2,20,45,1,5,6,5,13700,2434.86499023438,230.308776855469,2665.173828125,1,0.600000023841858,8,7.5,10,10,2,50,49
"374",202113,1991,2,20,28,1,0,4,1,2680,2062.27001953125,224.875518798828,2287.1455078125,1,0.600000023841858,8,7.5,10,10,2,50,49
"375",203034,1991,3,20,20,1,0,2,20,4850,2794.46240234375,525.673950195312,3320.13647460938,1,0.949999988079071,8,7,10,8,2,50,78
"376",203044,1991,3,20,30,1,0,3,1,3100,2192.24487304688,180.185119628906,2372.42993164062,1,0.949999988079071,8,7,10,8,2,50,78
"377",203073,1991,3,20,45,1,0,3,3,11630,3440.79272460938,1116.69738769531,4557.48974609375,1,0.949999988079071,8,7,10,8,2,50,78
"378",203083,1991,3,20,35,1,0,4,2,21250,2959.09741210938,387.360717773438,3346.45849609375,1,0.949999988079071,8,7,10,8,2,50,78
