label,data_name,description,type,vis_conditions,choices_s,,,,,,
Your household is able to bounce back from any future difficult times affecting your livelihoods or incomes .,488,null,SingleChoice,,"Strongly disgree:1, Disagree:2, Neutral:3, Agree:4, Strongly agree:5",,,,,,
"If affected by a difficult time, your household can change or adapt its primary income or source of livelihood without major difficulties.",489,null,SingleChoice,,"Strongly disgree:1, Disagree:2, Neutral:3, Agree:4, Strongly agree:5",,,,,,
"If these difficult times became more frequent and intense, your household would still find a way to get by.",490,null,SingleChoice,,"Strongly disgree:1, Disagree:2, Neutral:3, Agree:4, Strongly agree:5",,,,,,
Your household has easy access to the financial support that would be required if difficult times caused hardship in your area.,491,null,SingleChoice,,"Strongly disgree:1, Disagree:2, Neutral:3, Agree:4, Strongly agree:5",,,,,,
"In case of unsatisfied essential needs during difficult times, your household can rely on the support of family and friends.",492,null,SingleChoice,,"Strongly disgree:1, Disagree:2, Neutral:3, Agree:4, Strongly agree:5",,,,,,
"In case of unsatisfied essential needs due to difficult times, your household can rely on support from public administration/government or other institutions.",493,null,SingleChoice,,"Strongly disgree:1, Disagree:2, Neutral:3, Agree:4, Strongly agree:5",,,,,,
Your household has learned important lessons from past hardships during these difficult times that help you better prepare for similar threats in the near future.,494,null,SingleChoice,,"Strongly disgree:1, Disagree:2, Neutral:3, Agree:4, Strongly agree:5",,,,,,
Household  Involvement in the Community,household_involvement_in_the_community,null,Section,Participant consents to interview equal to 1,,,,,,,
Community Group Participation,community_group_participation,null,Section,,,,,,,,
"Now I would like to ask you about groups that might exist in your community and whether people in your household participate in those community groups.

The head of household should be the respondent to this section.",now_i_would_like_to_ask_you_about_groups_that_might_exist_in_your_community_and_whether_people_in_your_household_participate_in_those_community_groupsthe_head_of_household_should_be_the_respondent_to_this_section,null,Label,,,,,,,,
Are any of the following groups active in this village?,are_any_of_the_following_groups_active_in_this_village,"Read list

1. Yes
2. No
8. Do not know
9. Refused
",Section,,,,,,,,
Water users’ group,501a,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Grazing land users’ group,501b,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Community natural resources group,501c,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Credit or microfinance group,501d,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Savings groups,501e,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Mutual help group,501f,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Religious group,501g,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Mothers’ group,501h,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Women’s group,501i,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Youth group,501j,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Sports group,501k,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Disaster planning group,501l,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Cattle raiding group,501m,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Cattle herding group,501n,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Cattle protection group,501o,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Small animal herding group,501p,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Is anyone in your household a member of the following groups?,is_anyone_in_your_household_a_member_of_the_following_groups,"Read list

1. Yes
2. No
8. Do not know
9. Refused",Section,,,,,,,,
Water users’ group,502a,null,SingleChoice,Water users’ group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Grazing land users’ group,502b,null,SingleChoice,Grazing land users’ group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Community natural resources group,502c,null,SingleChoice,Community natural resources group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Credit or microfinance group,502d,null,SingleChoice,Credit or microfinance group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Savings groups,502e,null,SingleChoice,Savings groups equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Mutual help group,502f,null,SingleChoice,Mutual help group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Religious group,502g,null,SingleChoice,Religious group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Mothers’ group,502h,null,SingleChoice,Mothers’ group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Women’s group,502i,null,SingleChoice,Women’s group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Youth group,502j,null,SingleChoice,Youth group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Sports group,502k,null,SingleChoice,Sports group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Disaster planning group,502l,null,SingleChoice,Disaster planning group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Cattle raiding group,502m,null,SingleChoice,Cattle raiding group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Cattle herding group,502n,null,SingleChoice,Cattle herding group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Cattle protection group,502o,null,SingleChoice,Cattle protection group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Small animal herding group,502p,null,SingleChoice,Small animal herding group equal to 1,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
"For any HH member who is in the group, how frequently did he/she participate in the last 30 days?",for_any_hh_member_who_is_in_the_group_how_frequently_did_heshe_participate_in_the_last_30_days,"1. Rarely (1–2 times)       
2. Sometimes (3–10 times)     
3. Often (more than 10 times)",Section,,,,,,,,
Water users’ group,503a,null,SingleChoice,Water users’ group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Grazing land users’ group,503b,null,SingleChoice,Grazing land users’ group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Community natural resources group,503c,null,SingleChoice,Community natural resources group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Credit or microfinance group,503d,null,SingleChoice,Credit or microfinance group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Savings groups,503e,null,SingleChoice,Savings groups equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Mutual help group,503f,null,SingleChoice,Mutual help group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Religious group,503g,null,SingleChoice,Religious group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Mothers’ group,503h,null,SingleChoice,Mothers’ group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Women’s group,503i,null,SingleChoice,Women’s group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Youth group,503j,null,SingleChoice,Youth group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Sports group,503k,null,SingleChoice,Sports group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Disaster planning group,503l,null,SingleChoice,Disaster planning group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Cattle raiding group,503m,null,SingleChoice,Cattle raiding group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Cattle herding group,503n,null,SingleChoice,Cattle herding group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Cattle protection group,503o,null,SingleChoice,Cattle protection group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Small animal herding group,503p,null,SingleChoice,Small animal herding group equal to 1,"Rarely (1-2 times):1, Sometimes (3-10 times):2, Often (more than 10 times):3",,,,,,
Humanitarian Assistance,humanitarian_assistance,null,Section,,,,,,,,
"Next, I would like to know about your awareness and experiences of agencies that might provide humanitarian or development assistance to people in your community. 

The head of household should be the respondent to this section.",next_i_would_like_to_know_about_your_awareness_and_experiences_of_agencies_that_might_provide_humanitarian_or_development_assistance_to_people_in_your_community_the_head_of_household_should_be_the_respondent_to_this_section,null,Label,,,,,,,,
Do you know of any national or international agency doing humanitarian/development work within the community?,504,null,YesNoField,,"Yes:1, No:2",,,,,,
Which Ones?,505,null,Section,Do you know of any national or international agency doing humanitarian/development work within the community? equal to 1,,,,,,,
CARE,505_1,null,YesNoField,,"Yes:1, No:2",,,,,,
FAO,505_2,null,YesNoField,,"Yes:1, No:2",,,,,,
PSI,505_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Red Cross,505_4,null,YesNoField,,"Yes:1, No:2",,,,,,
UNDP,505_5,null,YesNoField,,"Yes:1, No:2",,,,,,
UNICEF,505_6,null,YesNoField,,"Yes:1, No:2",,,,,,
USAID,505_7,null,YesNoField,,"Yes:1, No:2",,,,,,
WFP,505_8,null,YesNoField,,"Yes:1, No:2",,,,,,
WHO,505_9,null,YesNoField,,"Yes:1, No:2",,,,,,
WVI,505_10,null,YesNoField,,"Yes:1, No:2",,,,,,
OCHA,505_11,null,YesNoField,,"Yes:1, No:2",,,,,,
OXFAM,505_12,null,YesNoField,,"Yes:1, No:2",,,,,,
NPA,505_13,null,YesNoField,,"Yes:1, No:2",,,,,,
NCA,505_14,null,YesNoField,,"Yes:1, No:2",,,,,,
DRC,505_15,null,YesNoField,,"Yes:1, No:2",,,,,,
LWF,505_16,null,YesNoField,,"Yes:1, No:2",,,,,,
VSF,505_17,null,YesNoField,,"Yes:1, No:2",,,,,,
ADRA,505_18,null,YesNoField,,"Yes:1, No:2",,,,,,
CRS,505_19,null,YesNoField,,"Yes:1, No:2",,,,,,
Save the Children,505_20,null,YesNoField,,"Yes:1, No:2",,,,,,
MSF,505__21,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,505_22,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,505_22_specify,null,TextField,Other equal to 1,,,,,,,
What types of programming do these national or international agencies offer in your community?,506,null,Section,Do you know of any national or international agency doing humanitarian/development work within the community? equal to 1,,,,,,,
Agriculture,506_1,null,YesNoField,,"Yes:1, No:2",,,,,,
Camp management,506_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Education,506_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Food Security,506_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Health,506_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Livelihoods,506_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Nutrition,506_7,null,YesNoField,,"Yes:1, No:2",,,,,,
Shelter,506_8,null,YesNoField,,"Yes:1, No:2",,,,,,
"Water, Sanitation, and Hygiene",506_9,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,506_10,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,506_10_specify,null,TextField,Other equal to 1,,,,,,,
How did you become aware of these national or international agencies?,507,null,Section,Do you know of any national or international agency doing humanitarian/development work within the community? equal to 1,,,,,,,
Benefitted from their services,507_1,null,YesNoField,,"Yes:1, No:2",,,,,,
Saw vehicle with logo,507_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Saw sign for office or activities,507_3,null,YesNoField,,"Yes:1, No:2",,,,,,
"Heard from family, friends, or other community members",507_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Spoke with employee or volunteer,507_5,null,YesNoField,,"Yes:1, No:2",,,,,,
"Know family, friend, or other community member who works for an agency",507_6,null,YesNoField,,"Yes:1, No:2",,,,,,
"In this community, are there institutions which oversee, monitor or direct humanitarian and development investments made by the donors you have mentioned? ",508,null,YesNoField,,"Yes:1, No:2",,,,,,
"If yes, can you name them?",509,null,YesNoField,"In this community, are there institutions which oversee, monitor or direct humanitarian and development investments made by the donors you have mentioned?  equal to 1","Yes, can name :1, No, cannot name:2",,,,,,
"If yes, name them:",509_a,null,TextField,"If yes, can you name them? equal to 1",,,,,,,
"In your opinion, how confident are you that the institutions that oversee, monitor, or direct humanitarian and development investments?",510,null,SingleChoice,"In this community, are there institutions which oversee, monitor or direct humanitarian and development investments made by the donors you have mentioned?  equal to 1","Not at all confident:1, Slightly confident:2, Confident:3, Very confident:4",,,,,,
Governance and Natural Resources,governance_and_natural_resources,null,Section,,,,,,,,
"The head of household should be the respondent to this section.

Natural resources are materials or substances such as minerals, forests, water, and fertile land that occur in nature and can be used for economic gain.  
",the_head_of_household_should_be_the_respondent_to_this_sectionnatural_resources_are_materials_or_substances_such_as_minerals_forests_water_and_fertile_land_that_occur_in_nature_and_can_be_used_for_economic_gain_,null,Label,,,,,,,,
Do you know of any institutions in your community that control or govern the use of natural resources?,511,null,YesNoField,,"Yes:1, No:2",,,,,,
What natural resources do these institutions control or govern?,512,null,Section,Do you know of any institutions in your community that control or govern the use of natural resources? equal to 1,,,,,,,
Crops,512_1,null,YesNoField,,"Yes:1, No:2",,,,,,
Land,512_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Water,512_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Fishing,512_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Minerals,512_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Forest,512_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Livestock,512_7,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,512_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,512_8_specify,null,TextField,Other equal to 1,,,,,,,
" In your opinion, how confident are you that the institutions control and governing natural resources effectively?",513,null,SingleChoice,Do you know of any institutions in your community that control or govern the use of natural resources? equal to 1,"Not confident at all:1, Slightly confident:2, Confident:3, Very confident:4",,,,,,
The institutions that control or govern natural resources fairly decide issues about use and allocation of natural resources.,514,null,SingleChoice,Do you know of any institutions in your community that control or govern the use of natural resources? equal to 1,"Strongly agree:1, Disagree:2, Slightly disagree:3, Slightly agree:4, Agree:5, Strongly agree:6",,,,,,
The institutions that control or govern natural resources are transparent in their decision-making on issues before them.,515,null,SingleChoice,Do you know of any institutions in your community that control or govern the use of natural resources? equal to 1,"Strongly agree:1, Disagree:2, Slightly disagree:3, Slightly agree:4, Agree:5, Strongly agree:6",,,,,,
The institutions that control or govern natural resources are accessible to people in my community.,516,null,SingleChoice,Do you know of any institutions in your community that control or govern the use of natural resources? equal to 1,"Strongly agree:1, Disagree:2, Slightly disagree:3, Slightly agree:4, Agree:5, Strongly agree:6",,,,,,
Government Services,government_services,null,Section,,,,,,,,
"Government services are services the government provides to people in a country. Typical government services include courts, education, healthcare, military, police, telecommunications, waste management, and water management.

The head of household should be the respondent to this section.
",government_services_are_services_the_government_provides_to_people_in_a_country_typical_government_services_include_courts_education_healthcare_military_police_telecommunications_waste_management_and_water_managementthe_head_of_household_should_be_the_respondent_to_this_section,null,Label,,,,,,,,
Do you use any services provided by the Government of South Sudan,517,null,YesNoField,,"Yes:1, No:2",,,,,,
What types of services do you use?,what_types_of_services_do_you_use,null,Section,Do you use any services provided by the Government of South Sudan equal to 1,,,,,,,
Courts,518_1,null,YesNoField,,"Yes:1, No:2",,,,,,
Education,518_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Healthcare,518_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Military,518_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Police,518_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Telecommunications,518_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Waste Management,518_7,null,YesNoField,,"Yes:1, No:2",,,,,,
Water Management,518_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,518_9,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,518_9_specify,null,TextField,Other equal to 1,,,,,,,
" In your opinion, how satisfied are you with the services being provided by the government?",519,null,SingleChoice,Do you use any services provided by the Government of South Sudan equal to 1,"Not satisfied at all:1, Slightly satisfied:2, Satisfied:3, Very satisfied:4",,,,,,
"In your opinion, how acceptable is the Revitalized Transitional Government of National Unity in this area?",520,null,SingleChoice,Do you use any services provided by the Government of South Sudan equal to 1,"Not Acceptable:1, Slightly Acceptable:2, Acceptable:3, Very Acceptable:4",,,,,,
Conflicts and Resilience,conflicts_and_resilience,null,Section,Participant consents to interview equal to 1,,,,,,,
Conflicts,conflicts,null,Section,,,,,,,,
"Next, I would like to ask you about the types of conflicts that affected your household in the last six months.

The head of household should be the respondent to this section.",next_i_would_like_to_ask_you_about_the_types_of_conflicts_that_affected_your_household_in_the_last_six_monthsthe_head_of_household_should_be_the_respondent_to_this_section,null,Label,,,,,,,,
Was this household involved in conflict in the last 6 months? ,601,null,YesNoField,,"Yes:1, No:2",,,,,,
"If yes, what type of conflicts was this household involved?",602,null,Section,Was this household involved in conflict in the last 6 months?  equal to 1,,,,,,,
Land,602_1,null,YesNoField,,"Yes:1, No:2",,,,,,
Water,602_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Pasture,602_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Forestry,602_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Cattle,602_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Goat,602_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Migration Route,602_7,null,YesNoField,,"Yes:1, No:2",,,,,,
Boundary,602_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Revenge,602_9,null,YesNoField,,"Yes:1, No:2",,,,,,
Dowry,602_10,null,YesNoField,,"Yes:1, No:2",,,,,,
Elopement,602_11,null,YesNoField,,"Yes:1, No:2",,,,,,
Cattle raid,602_12,null,YesNoField,,"Yes:1, No:2",,,,,,
Fishing grudge,602_13,null,YesNoField,,"Yes:1, No:2",,,,,,
Gender Based Violence,602_14,null,YesNoField,,"Yes:1, No:2",,,,,,
Livelihoods,602_15,null,YesNoField,,"Yes:1, No:2",,,,,,
Agriculture,602_16,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,602_17,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,602_17_specify,null,TextField,Other equal to 1,,,,,,,
"If this household has experienced conflict in the last 6 months, how severe of an impact did it have on the households ability to meet its basic needs? ",603,null,SingleChoice,Was this household involved in conflict in the last 6 months?  equal to 1,"No impact:1, Slight decrease:2, Severe decrease:3, Worst ever happened:4, Do not know:8, Refused:9",,,,,,
"If this household has experienced conflict in the last 6 months, how was the household affected by the conflict?",604,null,Section,Was this household involved in conflict in the last 6 months?  equal to 1,,,,,,,
Injury or death to household members,604_1,null,YesNoField,,"Yes:1, No:2",,,,,,
Loss of household assets,604_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Loss of work opportunities,604_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Loss of social status,604_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Displacement,604_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Fear of retalation,604_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,604_7,null,YesNoField,,"Yes:1, No:2",,,,,,
"If this household has experience conflict in the last 6 months, how was the conflict eventually resolved?",605,null,SingleChoice,Was this household involved in conflict in the last 6 months?  equal to 1,"By Dialogue :1, Alternative dispute resolution:2, By the traditional leaders:3, By faith based organization :4, By Judiciary:5, By Police/Army :6, UN intervention :7, Other (specify):8",,,,,,
Specify,605_specify,null,TextField,"If this household has experience conflict in the last 6 months, how was the conflict eventually resolved? equal to 8",,,,,,,
"If traditional leaders resolved the conflict, how satisfied are you with the involvement of traditional leaders in conflict resolution?",606,null,SingleChoice,"If this household has experience conflict in the last 6 months, how was the conflict eventually resolved? equal to 3","Not satisfied at all:1, A little satisfied:2, Satisfied:3, Very satisfied:4",,,,,,
Early Warning Systems,early_warning_systems,null,Section,,,,,,,,
"Early warning systems are a method of using information or data to monitor situations to detect early signs of changes or fluctuations in that situation. They allow people exposed to potential hazards to take action to avoid or reduce their risk and prepare for effective response. I would like to ask you about some sources of information in your community that might act as early warning systems.

The head of household should be the respondent to this section.",early_warning_systems_are_a_method_of_using_information_or_data_to_monitor_situations_to_detect_early_signs_of_changes_or_fluctuations_in_that_situation_they_allow_people_exposed_to_potential_hazards_to_take_action_to_avoid_or_reduce_their_risk_and_prepare_for_effective_response_i_would_like_to_ask_you_about_some_sources_of_information_in_your_community_that_might_act_as_early_warning_systemsthe_head_of_household_should_be_the_respondent_to_this_section,null,Label,,,,,,,,
Did you or anyone in your HH receive any information on [topic] in the last 12 months?,did_you_or_anyone_in_your_hh_receive_any_information_on_topic_in_the_last_12_months,null,Section,,,,,,,,
"Early warning of natural hazards (floods, hail, landslide)",607_a,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
 Long-term changes in weather patterns,607_b,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Rainfall / weather prospects for the coming growing season,607_c,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
"Water prices and availability in local boreholes, wells, etc.",607_d,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
"Animal health (e.g., disease, epidemic, prevention)",607_e,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
"Crop health (e.g., pest outbreaks, disease, prevention)",607_f,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Current market prices for live animals in the area,607_g,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
"Market prices for animal products (milk, hides, skins, etc.)",607_h,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Grazing conditions in nearby areas,607_i,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Conflict or security issues,607_j,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
Market prices of the food you buy,607_k,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
What was the main source of your information about [topic]?,what_was_the_main_source_of_your_information_about_topic,null,Section,,,,,,,,
"Early warning of natural hazards (floods, hail, landslide)",608_a,null,SingleChoice,"Early warning of natural hazards (floods, hail, landslide) equal to 1","Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
 Long-term changes in weather patterns,608_b,null,SingleChoice, Long-term changes in weather patterns equal to 1,"Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
Rainfall / weather prospects for the coming growing season,608_c,null,SingleChoice,Rainfall / weather prospects for the coming growing season equal to 1,"Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
"Water prices and availability in local boreholes, wells, etc.",608_d,null,SingleChoice,"Water prices and availability in local boreholes, wells, etc. equal to 1","Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
"Animal health (e.g., disease, epidemic, prevention)",608_e,null,SingleChoice,"Animal health (e.g., disease, epidemic, prevention) equal to 1","Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
"Crop health (e.g., pest outbreaks, disease, prevention)",608_f,null,SingleChoice,"Crop health (e.g., pest outbreaks, disease, prevention) equal to 1","Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
Current market prices for live animals in the area,608_g,null,SingleChoice,Current market prices for live animals in the area equal to 1,"Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
"Market prices for animal products (milk, hides, skins, etc.)",608_h,null,SingleChoice,"Market prices for animal products (milk, hides, skins, etc.) equal to 1","Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
Grazing conditions in nearby areas,608_i,null,SingleChoice,Grazing conditions in nearby areas equal to 1,"Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
Conflict or security issues,608_j,null,SingleChoice,Conflict or security issues equal to 1,"Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
Market prices of the food you buy,608_k,null,SingleChoice,Market prices of the food you buy equal to 1,"Relatives, friends, neighbors:1, Boma leaders:2, Village development committee:3, Teachers:4, Group in community :5, Religious leaders :6, Elders:7, Local market:8, Government (agriculture extension, healthcare workers, etc.) :9, NGOs:10, Newspaper:11, Radio:12, TV:13, Internet or SMS:14, Police or security officials:15, Other:16, Do not know:88, Refuse:99",,,,,,
Did the information influence any decisions made by household members?,did_the_information_influence_any_decisions_made_by_household_members,null,Section,,,,,,,,
"Early warning of natural hazards (floods, hail, landslide)",609_a,null,SingleChoice,"Early warning of natural hazards (floods, hail, landslide) equal to 1","Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
