"foreign troops"	"stolen food aid"	"conflicts and violence"	"humanitarian aid"	0.579197627
"conflict"	"humanitarian disaster"	"conflicts and violence"	"humanitarian aid"	0.520509348
"looting"	"call for donations"	"conflicts and violence"	"humanitarian aid"	0.213207859
"mayhem"	"humanitarian situation"	"conflicts and violence"	"humanitarian aid"	0.432885513
"warlord"	"aid appeal"	"conflicts and violence"	"humanitarian aid"	0.368857235
"looting"	"aid appeal"	"conflicts and violence"	"humanitarian aid"	0.319584658
"militia groups"	"aid appeal"	"conflicts and violence"	"humanitarian aid"	0.316516927
"major offensive"	"international alarm"	"conflicts and violence"	"humanitarian aid"	0.347016029
"militia groups"	"humanitarian disaster"	"conflicts and violence"	"humanitarian aid"	0.344849236
"terrorist"	"international alarm"	"conflicts and violence"	"humanitarian aid"	0.405094873
"prolonged fighting"	"aid appeal"	"conflicts and violence"	"humanitarian aid"	0.291030537
"conflict"	"aid workers died"	"conflicts and violence"	"humanitarian aid"	0.534952661
"clans"	"without international aid"	"conflicts and violence"	"humanitarian aid"	0.467726339
"air attack"	"self reliance"	"conflicts and violence"	"humanitarian aid"	0.598959275
"gangs of bandits"	"international intervention"	"conflicts and violence"	"humanitarian aid"	0.380964091
"years of warfare"	"food assistance"	"conflicts and violence"	"humanitarian aid"	0.126696658
"air attack"	"stolen food aid"	"conflicts and violence"	"humanitarian aid"	0.486035901
"gangs of bandits"	"without international aid"	"conflicts and violence"	"humanitarian aid"	0.385173051
"foreign troops"	"aid appeal"	"conflicts and violence"	"humanitarian aid"	0.580495363
"terrorist"	"humanitarian disaster"	"conflicts and violence"	"humanitarian aid"	0.255251815
"major offensive"	"international embargo"	"conflicts and violence"	"humanitarian aid"	0.179832464
"destructive pattern"	"foreign aid"	"conflicts and violence"	"humanitarian aid"	0.454982173
"conflict"	"without international aid"	"conflicts and violence"	"humanitarian aid"	0.396124249
"violent suppression"	"self reliance"	"conflicts and violence"	"humanitarian aid"	0.322026492
"the offensive"	"withheld relief"	"conflicts and violence"	"humanitarian aid"	0.411923148
"years of warfare"	"aid workers died"	"conflicts and violence"	"humanitarian aid"	0.565613463
"mayhem"	"aid appeal"	"conflicts and violence"	"humanitarian aid"	0.106180066
"major offensive"	"food assistance"	"conflicts and violence"	"humanitarian aid"	0.269830792
"clan warfare"	"restricted humanitarian access"	"conflicts and violence"	"humanitarian aid"	0.12264996
"foreign troops"	"international alarm"	"conflicts and violence"	"humanitarian aid"	0.502904197
"clan battle"	"international intervention"	"conflicts and violence"	"humanitarian aid"	0.501259087
"police torture"	"withheld relief"	"conflicts and violence"	"humanitarian aid"	0.213739523
"international terrorists"	"restricted humanitarian access"	"conflicts and violence"	"humanitarian aid"	0.432203128
"clan battle"	"self reliance"	"conflicts and violence"	"humanitarian aid"	0.389030714
"siege"	"international embargo"	"conflicts and violence"	"humanitarian aid"	0.205851065
"looting"	"humanitarian situation"	"conflicts and violence"	"humanitarian aid"	0.548345564
"civil strife"	"restricted relief flights"	"conflicts and violence"	"humanitarian aid"	0.123819689
"blockade"	"foreign aid"	"conflicts and violence"	"humanitarian aid"	0.30225739
"destructive pattern"	"humanitarian situation"	"conflicts and violence"	"humanitarian aid"	0.51731224
"clans"	"self reliance"	"conflicts and violence"	"humanitarian aid"	0.119745927
"clan battle"	"without international aid"	"conflicts and violence"	"humanitarian aid"	0.363306981
"brutal government"	"without international aid"	"conflicts and violence"	"humanitarian aid"	0.592406226
"clan warfare"	"international intervention"	"conflicts and violence"	"humanitarian aid"	0.224835454
"rebel insurgency"	"foreign aid"	"conflicts and violence"	"humanitarian aid"	0.496698669
"internal strife"	"restricted relief flights"	"conflicts and violence"	"humanitarian aid"	0.341331528
"conflict"	"stolen food aid"	"conflicts and violence"	"humanitarian aid"	0.46589849
"warlord"	"humanitarian disaster"	"conflicts and violence"	"humanitarian aid"	0.259587856
"jihadist groups"	"food assistance"	"conflicts and violence"	"humanitarian aid"	0.307266569
"warlord"	"foreign aid"	"conflicts and violence"	"humanitarian aid"	0.2726454
"major offensive"	"call for donations"	"conflicts and violence"	"humanitarian aid"	0.506895541
"internal strife"	"restricted humanitarian access"	"conflicts and violence"	"humanitarian aid"	0.391972542
"warlord"	"call for donations"	"conflicts and violence"	"humanitarian aid"	0.549830148
"mayhem"	"self reliance"	"conflicts and violence"	"humanitarian aid"	0.593782119
"conflict"	"withheld relief"	"conflicts and violence"	"humanitarian aid"	0.5470696
"violent suppression"	"food assistance"	"conflicts and violence"	"humanitarian aid"	0.294112202
"jihadist groups"	"call for donations"	"conflicts and violence"	"humanitarian aid"	0.460719874
"siege"	"restricted relief flights"	"conflicts and violence"	"humanitarian aid"	0.374686085
"foreign troops"	"restricted humanitarian access"	"conflicts and violence"	"humanitarian aid"	0.509274569
"warlord"	"international intervention"	"conflicts and violence"	"humanitarian aid"	0.107126838
"police torture"	"restricted humanitarian access"	"conflicts and violence"	"humanitarian aid"	0.361560417
"internal strife"	"call for donations"	"conflicts and violence"	"humanitarian aid"	0.292026185
"repression"	"aid appeal"	"conflicts and violence"	"humanitarian aid"	0.27713144
"continued strife"	"foreign aid"	"conflicts and violence"	"humanitarian aid"	0.323702285
"convoys"	"without international aid"	"conflicts and violence"	"humanitarian aid"	0.419869913
"gangs of bandits"	"foreign aid"	"conflicts and violence"	"humanitarian aid"	0.501955902
"major offensive"	"self reliance"	"conflicts and violence"	"humanitarian aid"	0.419374903
"major offensive"	"aid appeal"	"conflicts and violence"	"humanitarian aid"	0.519664725
"brutal government"	"international embargo"	"conflicts and violence"	"humanitarian aid"	0.359105158
"rebel insurgency"	"restricted relief flights"	"conflicts and violence"	"humanitarian aid"	0.151529699
"gangs of bandits"	"call for donations"	"conflicts and violence"	"humanitarian aid"	0.151697403
"human rights abuses"	"humanitarian situation"	"conflicts and violence"	"humanitarian aid"	0.208914396
"major offensive"	"humanitarian situation"	"conflicts and violence"	"humanitarian aid"	0.109477019
"rebel insurgency"	"withheld relief"	"conflicts and violence"	"humanitarian aid"	0.353141565
"mayhem"	"humanitarian disaster"	"conflicts and violence"	"humanitarian aid"	0.192496582
"continued strife"	"food assistance"	"conflicts and violence"	"humanitarian aid"	0.182642601
"international terrorists"	"aid appeal"	"conflicts and violence"	"humanitarian aid"	0.149510406
"major offensive"	"withheld relief"	"conflicts and violence"	"humanitarian aid"	0.411809348
"pirates"	"foreign aid"	"conflicts and violence"	"humanitarian aid"	0.28870764
"international terrorists"	"withheld relief"	"conflicts and violence"	"humanitarian aid"	0.301543327
"prolonged fighting"	"foreign aid"	"conflicts and violence"	"humanitarian aid"	0.195919384
"police torture"	"humanitarian situation"	"conflicts and violence"	"humanitarian aid"	0.369621868
"militia groups"	"restricted humanitarian access"	"conflicts and violence"	"humanitarian aid"	0.489114097
"clan battle"	"call for donations"	"conflicts and violence"	"humanitarian aid"	0.207401139
"police torture"	"foreign aid"	"conflicts and violence"	"humanitarian aid"	0.203129075
"continued strife"	"aid workers died"	"conflicts and violence"	"humanitarian aid"	0.496398007
"convoys"	"restricted relief flights"	"conflicts and violence"	"humanitarian aid"	0.129033795
"pirates"	"land degradation"	"conflicts and violence"	"land-related issues"	0.100354839
"years of warfare"	"burning houses"	"conflicts and violence"	"land-related issues"	0.10800973
"rival warlords"	"land seizures"	"conflicts and violence"	"land-related issues"	0.37130178
"jihadist groups"	"land grab"	"conflicts and violence"	"land-related issues"	0.131138814
"major offensive"	"land reform"	"conflicts and violence"	"land-related issues"	0.319345978
"bombing campaign"	"land degradation"	"conflicts and violence"	"land-related issues"	0.33630177
"convoys"	"land invasions"	"conflicts and violence"	"land-related issues"	0.504394081
"terrorism"	"burning houses"	"conflicts and violence"	"land-related issues"	0.541061215
"major offensive"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.33236254
"convoys"	"land reform"	"conflicts and violence"	"land-related issues"	0.392012578
"rebel insurgency"	"land grab"	"conflicts and violence"	"land-related issues"	0.206323393
"international terrorists"	"land grab"	"conflicts and violence"	"land-related issues"	0.396652478
"warlord"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.595703537
"air attack"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.298017569
"rebel insurgency"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.231651028
"internal strife"	"land seizures"	"conflicts and violence"	"land-related issues"	0.339532853
"convoys"	"farmland"	"conflicts and violence"	"land-related issues"	0.121730981
"internal strife"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.259959057
"prolonged fighting"	"land degradation"	"conflicts and violence"	"land-related issues"	0.564596989
"blockade"	"farmland"	"conflicts and violence"	"land-related issues"	0.382464548
"militia groups"	"farmland"	"conflicts and violence"	"land-related issues"	0.516043378
"gangs of bandits"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.228758659
"years of warfare"	"land invasions"	"conflicts and violence"	"land-related issues"	0.597305383
"civil strife"	"land seizures"	"conflicts and violence"	"land-related issues"	0.168942603
"clans"	"land grab"	"conflicts and violence"	"land-related issues"	0.545749386
"warlord"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.596199246
"looting"	"burning houses"	"conflicts and violence"	"land-related issues"	0.405554582
"blockade"	"land grab"	"conflicts and violence"	"land-related issues"	0.219153445
"repression"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.297434588
"looting"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.5296362
"violent suppression"	"farmland"	"conflicts and violence"	"land-related issues"	0.34619681
"bombing campaign"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.166991497
"clan warfare"	"burning houses"	"conflicts and violence"	"land-related issues"	0.505700704
"continued strife"	"burning houses"	"conflicts and violence"	"land-related issues"	0.335802232
"blockade"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.260246497
"clan battle"	"land reform"	"conflicts and violence"	"land-related issues"	0.125731848
"gangs of bandits"	"land invasions"	"conflicts and violence"	"land-related issues"	0.562715497
"violent suppression"	"land grab"	"conflicts and violence"	"land-related issues"	0.210400415
"clan battle"	"land degradation"	"conflicts and violence"	"land-related issues"	0.57612813
"militia groups"	"land seizures"	"conflicts and violence"	"land-related issues"	0.282577002
"violent suppression"	"land reform"	"conflicts and violence"	"land-related issues"	0.155398032
"militia groups"	"burning houses"	"conflicts and violence"	"land-related issues"	0.325115086
"clan warfare"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.476691162
"militia groups"	"land invasions"	"conflicts and violence"	"land-related issues"	0.481943516
"rival warlords"	"land grab"	"conflicts and violence"	"land-related issues"	0.547379432
"gangs of bandits"	"land degradation"	"conflicts and violence"	"land-related issues"	0.352935934
"clans"	"burning houses"	"conflicts and violence"	"land-related issues"	0.521699473
"terrorism"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.186234963
"destructive pattern"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.559628467
"foreign troops"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.276721049
"foreign troops"	"land reform"	"conflicts and violence"	"land-related issues"	0.370253071
"conflict"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.499722472
"internal strife"	"land grab"	"conflicts and violence"	"land-related issues"	0.496563525
"mayhem"	"land invasions"	"conflicts and violence"	"land-related issues"	0.380802695
"terrorism"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.533503997
"bombing campaign"	"land reform"	"conflicts and violence"	"land-related issues"	0.546416304
"bombing campaign"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.414740263
"conflict"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.55721213
"destructive pattern"	"land grab"	"conflicts and violence"	"land-related issues"	0.26126448
"conflict"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.105022028
"clan warfare"	"land reform"	"conflicts and violence"	"land-related issues"	0.134100821
"prolonged fighting"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.333485622
"terrorist"	"land invasions"	"conflicts and violence"	"land-related issues"	0.336211787
"jihadist groups"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.523498051
"police torture"	"land seizures"	"conflicts and violence"	"land-related issues"	0.545004498
"air attack"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.245789028
"rival warlords"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.309508891
"siege"	"land reform"	"conflicts and violence"	"land-related issues"	0.565289307
"terrorist"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.237771461
"international terrorists"	"land seizures"	"conflicts and violence"	"land-related issues"	0.578580127
"years of warfare"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.544995907
"warlord"	"farmland"	"conflicts and violence"	"land-related issues"	0.469061943
"siege"	"land degradation"	"conflicts and violence"	"land-related issues"	0.318275804
"prolonged fighting"	"burning houses"	"conflicts and violence"	"land-related issues"	0.338700971
"foreign troops"	"land invasions"	"conflicts and violence"	"land-related issues"	0.527794249
"police torture"	"farmland"	"conflicts and violence"	"land-related issues"	0.197320475
"terrorism"	"farmland"	"conflicts and violence"	"land-related issues"	0.278292829
"blockade"	"burning houses"	"conflicts and violence"	"land-related issues"	0.346425505
"prolonged fighting"	"land grab"	"conflicts and violence"	"land-related issues"	0.268972128
"air attack"	"land grab"	"conflicts and violence"	"land-related issues"	0.227458396
"brutal government"	"farmland"	"conflicts and violence"	"land-related issues"	0.25775508
"bombing campaign"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.593530979
"jihadist groups"	"burning houses"	"conflicts and violence"	"land-related issues"	0.504285953
"terrorism"	"land grab"	"conflicts and violence"	"land-related issues"	0.246070751
"gangs of bandits"	"farmland"	"conflicts and violence"	"land-related issues"	0.329150208
"looting"	"land reform"	"conflicts and violence"	"land-related issues"	0.522169022
"looting"	"farmland"	"conflicts and violence"	"land-related issues"	0.102928985
"clan battle"	"farmland"	"conflicts and violence"	"land-related issues"	0.427589361
"brutal government"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.391857153
"continued strife"	"land seizures"	"conflicts and violence"	"land-related issues"	0.287323032
"warlord"	"land reform"	"conflicts and violence"	"land-related issues"	0.595170544
"brutal government"	"land seizures"	"conflicts and violence"	"land-related issues"	0.133401857
"clan battle"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.391502364
"continued strife"	"land degradation"	"conflicts and violence"	"land-related issues"	0.293867513
"air attack"	"farmland"	"conflicts and violence"	"land-related issues"	0.530512598
"pirates"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.363407707
"pirates"	"farmland"	"conflicts and violence"	"land-related issues"	0.238842305
"bombing campaign"	"land grab"	"conflicts and violence"	"land-related issues"	0.410751792
"civil strife"	"land invasions"	"conflicts and violence"	"land-related issues"	0.427745769
"foreign troops"	"land grab"	"conflicts and violence"	"land-related issues"	0.541532305
"the offensive"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.390045717
"warlord"	"land degradation"	"conflicts and violence"	"land-related issues"	0.490608436
"looting"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.545360685
"internal strife"	"land degradation"	"conflicts and violence"	"land-related issues"	0.51866487
"jihadist groups"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.12583474
"warlord"	"land grab"	"conflicts and violence"	"land-related issues"	0.270233238
"rebel insurgency"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.337166676
"rival warlords"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.268443569
"the offensive"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.427667263
"pirates"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.488301366
"clans"	"land seizures"	"conflicts and violence"	"land-related issues"	0.328377366
"conflict"	"land invasions"	"conflicts and violence"	"land-related issues"	0.303953997
"clan warfare"	"land invasions"	"conflicts and violence"	"land-related issues"	0.24280466
"major offensive"	"land degradation"	"conflicts and violence"	"land-related issues"	0.212179573
"international terrorists"	"land invasions"	"conflicts and violence"	"land-related issues"	0.258635244
"civil strife"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.329566902
"pirates"	"land invasions"	"conflicts and violence"	"land-related issues"	0.567400774
"terrorist"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.559771838
"prolonged fighting"	"land invasions"	"conflicts and violence"	"land-related issues"	0.327247368
"destructive pattern"	"burning houses"	"conflicts and violence"	"land-related issues"	0.356954257
"foreign troops"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.320588139
"looting"	"land seizures"	"conflicts and violence"	"land-related issues"	0.31871196
"continued strife"	"land grab"	"conflicts and violence"	"land-related issues"	0.193892908
"conflict"	"land reform"	"conflicts and violence"	"land-related issues"	0.42359815
"foreign troops"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.157461682
"human rights abuses"	"land seizures"	"conflicts and violence"	"land-related issues"	0.475581702
"rival warlords"	"land degradation"	"conflicts and violence"	"land-related issues"	0.550602651
"warlord"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.502734064
"rival warlords"	"farmland"	"conflicts and violence"	"land-related issues"	0.230504229
"police torture"	"burning houses"	"conflicts and violence"	"land-related issues"	0.513697139
"destructive pattern"	"land invasions"	"conflicts and violence"	"land-related issues"	0.323891242
"brutal government"	"land degradation"	"conflicts and violence"	"land-related issues"	0.549500628
"gangs of bandits"	"land grab"	"conflicts and violence"	"land-related issues"	0.590107435
"militia groups"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.323649754
"human rights abuses"	"burning houses"	"conflicts and violence"	"land-related issues"	0.292197722
"destructive pattern"	"land degradation"	"conflicts and violence"	"land-related issues"	0.104678064
"bombing campaign"	"farmland"	"conflicts and violence"	"land-related issues"	0.453010479
"clan warfare"	"land degradation"	"conflicts and violence"	"land-related issues"	0.26154976
"air attack"	"burning houses"	"conflicts and violence"	"land-related issues"	0.225452266
"rival warlords"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.317958128
"major offensive"	"farmland"	"conflicts and violence"	"land-related issues"	0.141695415
"the offensive"	"land invasions"	"conflicts and violence"	"land-related issues"	0.373176134
"convoys"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.594609613
"civil strife"	"farmland"	"conflicts and violence"	"land-related issues"	0.432847473
"warlord"	"land invasions"	"conflicts and violence"	"land-related issues"	0.125609581
"rebel insurgency"	"land invasions"	"conflicts and violence"	"land-related issues"	0.561163021
"the offensive"	"land reform"	"conflicts and violence"	"land-related issues"	0.163600281
"continued strife"	"farmland"	"conflicts and violence"	"land-related issues"	0.507608942
"siege"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.244601382
"terrorist"	"land grab"	"conflicts and violence"	"land-related issues"	0.484471564
"clan battle"	"land seizures"	"conflicts and violence"	"land-related issues"	0.472689477
"militia groups"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.170511794
"air attack"	"land reform"	"conflicts and violence"	"land-related issues"	0.533787948
"prolonged fighting"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.361398022
"gangs of bandits"	"land seizures"	"conflicts and violence"	"land-related issues"	0.279379974
"internal strife"	"burning houses"	"conflicts and violence"	"land-related issues"	0.35343951
"clan battle"	"land invasions"	"conflicts and violence"	"land-related issues"	0.384113143
"conflict"	"farmland"	"conflicts and violence"	"land-related issues"	0.14325538
"rival warlords"	"land invasions"	"conflicts and violence"	"land-related issues"	0.208423059
"violent suppression"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.384100299
"air attack"	"land invasions"	"conflicts and violence"	"land-related issues"	0.121089068
"destructive pattern"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.274118944
"rebel insurgency"	"land seizures"	"conflicts and violence"	"land-related issues"	0.245118732
"mayhem"	"farmland"	"conflicts and violence"	"land-related issues"	0.151710871
"repression"	"farmland"	"conflicts and violence"	"land-related issues"	0.282243449
"violent suppression"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.47540821
"clans"	"farmland"	"conflicts and violence"	"land-related issues"	0.414759798
"looting"	"land degradation"	"conflicts and violence"	"land-related issues"	0.39664847
"warlord"	"land seizures"	"conflicts and violence"	"land-related issues"	0.451448033
"the offensive"	"land seizures"	"conflicts and violence"	"land-related issues"	0.557504646
"international terrorists"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.54642557
"continued strife"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.505061938
"continued strife"	"land reform"	"conflicts and violence"	"land-related issues"	0.17289261
"years of warfare"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.414320435
"clans"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.256587772
"foreign troops"	"burning houses"	"conflicts and violence"	"land-related issues"	0.106357386
"gangs of bandits"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.570030781
"clan warfare"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.384714153
"repression"	"land grab"	"conflicts and violence"	"land-related issues"	0.57114403
"clan battle"	"burning houses"	"conflicts and violence"	"land-related issues"	0.348855865
"brutal government"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.299658943
"militia groups"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.36663445
"civil strife"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.565190353
"air attack"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.105600064
"years of warfare"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.540424691
"the offensive"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.155116176
"conflict"	"land seizures"	"conflicts and violence"	"land-related issues"	0.310666151
"major offensive"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.512746652
"continued strife"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.376441058
"conflict"	"land degradation"	"conflicts and violence"	"land-related issues"	0.578400714
"human rights abuses"	"land grab"	"conflicts and violence"	"land-related issues"	0.139319786
"militia groups"	"land reform"	"conflicts and violence"	"land-related issues"	0.275779031
"mayhem"	"land reform"	"conflicts and violence"	"land-related issues"	0.368998836
"major offensive"	"burning houses"	"conflicts and violence"	"land-related issues"	0.38253846
"civil strife"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.294886117
"militia groups"	"land degradation"	"conflicts and violence"	"land-related issues"	0.295384478
"clan warfare"	"land grab"	"conflicts and violence"	"land-related issues"	0.521385735
"pirates"	"land seizures"	"conflicts and violence"	"land-related issues"	0.421937422
"repression"	"burning houses"	"conflicts and violence"	"land-related issues"	0.306191341
"mayhem"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.236684616
"terrorist"	"farmland"	"conflicts and violence"	"land-related issues"	0.319631555
"brutal government"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.243379843
"brutal government"	"land reform"	"conflicts and violence"	"land-related issues"	0.494112691
"bombing campaign"	"land seizures"	"conflicts and violence"	"land-related issues"	0.310250326
"clans"	"land degradation"	"conflicts and violence"	"land-related issues"	0.485104192
"repression"	"land reform"	"conflicts and violence"	"land-related issues"	0.130979743
"destructive pattern"	"land seizures"	"conflicts and violence"	"land-related issues"	0.353084735
"blockade"	"land reform"	"conflicts and violence"	"land-related issues"	0.413302641
"clans"	"land reform"	"conflicts and violence"	"land-related issues"	0.371747993
"internal strife"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.143143809
"prolonged fighting"	"farmland"	"conflicts and violence"	"land-related issues"	0.391261636
"civil strife"	"burning houses"	"conflicts and violence"	"land-related issues"	0.156663524
"looting"	"land invasions"	"conflicts and violence"	"land-related issues"	0.166703097
"blockade"	"land degradation"	"conflicts and violence"	"land-related issues"	0.22273401
"years of warfare"	"land reform"	"conflicts and violence"	"land-related issues"	0.269990126
"human rights abuses"	"land invasions"	"conflicts and violence"	"land-related issues"	0.522492913
"looting"	"land grab"	"conflicts and violence"	"land-related issues"	0.42975657
"terrorism"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.16174294
"major offensive"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.159345034
"international terrorists"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.186377867
"police torture"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.364005626
"conflict"	"burning houses"	"conflicts and violence"	"land-related issues"	0.527634144
"terrorism"	"land seizures"	"conflicts and violence"	"land-related issues"	0.498391142
"jihadist groups"	"land degradation"	"conflicts and violence"	"land-related issues"	0.365611472
"siege"	"land grab"	"conflicts and violence"	"land-related issues"	0.540382296
"bombing campaign"	"land invasions"	"conflicts and violence"	"land-related issues"	0.569477544
"air attack"	"land seizures"	"conflicts and violence"	"land-related issues"	0.497064393
"clan battle"	"land grab"	"conflicts and violence"	"land-related issues"	0.293800144
"major offensive"	"land seizures"	"conflicts and violence"	"land-related issues"	0.270361184
"violent suppression"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.424099765
"clan warfare"	"land seizures"	"conflicts and violence"	"land-related issues"	0.149818234
"prolonged fighting"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.440704999
"blockade"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.1272649
"militia groups"	"land grab"	"conflicts and violence"	"land-related issues"	0.568712005
"violent suppression"	"burning houses"	"conflicts and violence"	"land-related issues"	0.314804317
"rival warlords"	"burning houses"	"conflicts and violence"	"land-related issues"	0.403359118
"the offensive"	"land grab"	"conflicts and violence"	"land-related issues"	0.598760224
"clans"	"land invasions"	"conflicts and violence"	"land-related issues"	0.568768401
"destructive pattern"	"farmland"	"conflicts and violence"	"land-related issues"	0.568451405
"mayhem"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.156772673
"siege"	"land invasions"	"conflicts and violence"	"land-related issues"	0.285610937
"terrorist"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.57908433
"continued strife"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.348435878
"clan battle"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.113889337
"clan warfare"	"forests destroyed"	"conflicts and violence"	"land-related issues"	0.195547756
"terrorist"	"land seizures"	"conflicts and violence"	"land-related issues"	0.434486737
"destructive pattern"	"land reform"	"conflicts and violence"	"land-related issues"	0.325976405
"jihadist groups"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.491515641
"rival warlords"	"land reform"	"conflicts and violence"	"land-related issues"	0.452037182
"police torture"	"land degradation"	"conflicts and violence"	"land-related issues"	0.137147432
"convoys"	"pushing peasants off"	"conflicts and violence"	"land-related issues"	0.294287905
"years of warfare"	"farmland"	"conflicts and violence"	"land-related issues"	0.418324847
"human rights abuses"	"land reform"	"conflicts and violence"	"land-related issues"	0.588140669
"foreign troops"	"farmland"	"conflicts and violence"	"land-related issues"	0.372862425
"convoys"	"burning houses"	"conflicts and violence"	"land-related issues"	0.39487156
"police torture"	"land reform"	"conflicts and violence"	"land-related issues"	0.106307539
"clan warfare"	"farmland"	"conflicts and violence"	"land-related issues"	0.310814122
"repression"	"poor soil quality"	"conflicts and violence"	"land-related issues"	0.592082373
"the offensive"	"burning houses"	"conflicts and violence"	"land-related issues"	0.129223684
"human rights abuses"	"land degradation"	"conflicts and violence"	"land-related issues"	0.395757117
"violent suppression"	"land seizures"	"conflicts and violence"	"land-related issues"	0.410526751
"pirates"	"burning houses"	"conflicts and violence"	"land-related issues"	0.10256337
"rebel insurgency"	"farmland"	"conflicts and violence"	"land-related issues"	0.559974947
"years of warfare"	"land degradation"	"conflicts and violence"	"land-related issues"	0.323731572
"conflict"	"land grab"	"conflicts and violence"	"land-related issues"	0.430261016
"siege"	"farmland"	"conflicts and violence"	"land-related issues"	0.119711504
"internal strife"	"land invasions"	"conflicts and violence"	"land-related issues"	0.298593762
"police torture"	"land grab"	"conflicts and violence"	"land-related issues"	0.111210347
"air attack"	"land degradation"	"conflicts and violence"	"land-related issues"	0.204149328
