code,name,type,class,subclass,region,ID_unit,province,municipality,barangay,selected,overselected
DOH000000000000197,CONCEPCION DOS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),298,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,CONCEPCION DOS,0,0
DOH000000000000839,CONCEPCION HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),299,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,CONCEPCION,0,0
DOH000000000007296,CONCEPCION HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),300,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MARULAS,0,0
DOH000000000002574,CONCEPCION UNO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),301,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,CONCEPCION UNO,0,1
DOH000000000000931,CORAZON DE JESUS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),302,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF SAN JUAN,CORAZON DE JESUS,0,0
DOH000000000007301,CUBAO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),303,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,KAUNLARAN,0,0
DOH000000000007302,CULIAT HEALTH CENTER (WENCESLAO DELA PAZ),Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),304,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,CULIAT,0,0
DOH000000000005149,CUPANG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),305,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MUNTINLUPA,CUPANG,0,0
DOH000000000007531,CUYEGKENG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),306,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PASAY CITY,BARANGAY 3,0,0
DOH000000000043245,DAANG BAKAL HEALTH CENTER AND MEGA CLINIC,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),307,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,DAANG BAKAL,0,0
DOH000000000002635,DAGUPAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),308,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",TONDO I/II,BARANGAY 50,0,0
DOH000000000000841,DALANDANAN 3S HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),309,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,DALANDANAN,0,0
DOH000000000007298,DAMPALIT HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),310,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,DAMPALIT,0,0
DOH000000000003837,DANIEL FAJARDO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),311,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,DANIEL FAJARDO,0,0
DOH000000000006116,DAPITAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),312,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SAMPALOC,BARANGAY 520,0,0
DOH000000000000178,DELA PAZ HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),313,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,DELA PAZ,0,0
DOH000000000037053,DELA PAZ HEALTH CENTER ANNEX,Rural Health Unit,Government,NA,NATIONAL CAPITAL REGION (NCR),314,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,DELA PAZ,0,0
DOH000000000006113,DEMETRIO BELMONTE HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),315,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SAMPALOC,BARANGAY 478,0,0
DOH000000000009360,DEPARO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),316,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 168,0,0
DOH000000000000844,DIMASALANG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),317,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SANTA CRUZ,BARANGAY 368,1,0
DOH000000000006723,DOMINGO SANTIAGO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),318,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SAMPALOC,BARANGAY 580,0,0
DOH000000000001463,DON BOSCO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),319,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF PARA?AQUE,DON BOSCO,0,0
DOH000000000003784,DON GALO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),320,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF PARA?AQUE,DON GALO,1,0
DOH000000000040940,DON PEDRO HEALTH STATION,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),321,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MARULAS,0,0
DOH000000000007062,DOÑA BETANG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),322,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,SANTOLAN,0,0
DOH000000000000846,DOÑA MARTA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),323,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PASAY CITY,BARANGAY 147,0,0
DOH000000000009473,DOÑA NENA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),324,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PASAY CITY,BARANGAY 186,0,0
DOH000000000029736,DOÑA NICASIA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),325,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,COMMONWEALTH,0,0
DOH000000000009489,DR. ELVIRA M. LAGROSA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),326,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PASAY CITY,BARANGAY 76,0,0
DOH000000000037093,DUHAT HEALTH STATION,Rural Health Unit,Government,NA,NATIONAL CAPITAL REGION (NCR),327,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,UGONG,0,0
DOH000000000004807,E. RODRIGUEZ HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),328,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 93,0,0
DOH000000000005625,E. RODRIGUEZ HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),329,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,QUIRINO 2-B,0,0
DOH000000000006428,E. SANTOS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),330,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,PINAGBUHATAN,0,0
DOH000000000006986,EAST REMBO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),331,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,EAST REMBO,0,0
DOH000000000002472,ELIAS ALDANA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),332,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,ELIAS ALDANA,0,0
DOH000000000003839,ELYSIAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),333,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MARULAS,0,0
DOH000000000022812,EMPLOYEES CLINIC,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),334,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,PLAINVIEW,0,0
DOH000000000022899,EMPLOYEES CLINIC,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),335,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,PAMPLONA TRES,0,0
DOH000000000003457,ERMIN GARCIA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),336,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,E. RODRIGUEZ,0,0
DOH000000000007029,ESCOPA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),337,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,ESCOPA I,0,1
DOH000000000000850,ESPERANZA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),338,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SAMPALOC,BARANGAY 592,0,0
DOH000000000007021,F. LANUZA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),339,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SANTA CRUZ,BARANGAY 334,0,0
DOH000000000007256,FAIRVIEW HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),340,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,FAIRVIEW,0,1
DOH000000000000851,FILOMENITA LEGARDA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),341,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SAMPALOC,BARANGAY 550,0,0
DOH000000000007263,FLORES HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),342,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,FLORES,0,0
DOH000000000025814,FORT BONIFACIO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),343,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,FORT BONIFACIO,0,0
DOH000000000049917,FORTUNE HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),344,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,FORTUNE,0,0
DOH000000000000852,FRANCISCO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),345,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 75,0,0
DOH000000000005075,GALAS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),346,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,SAN ISIDRO,0,0
DOH000000000000867,GATCHALIAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),347,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,MANUYO DOS,0,0
DOH000000000010913,GEN. T. DE LEON 3S HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),348,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,GEN. T. DE LEON,0,0
DOH000000000007532,GEN. T. DE LEON HEALTH CENTER I,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),349,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,GEN. T. DE LEON,0,0
DOH000000000007283,GENERAL ROXAS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),350,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,ROXAS,0,1
DOH000000000005164,GOLDEN ACRES HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),351,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,TALON UNO,0,0
DOH000000000010951,GRACE PARK HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),352,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 86,0,0
DOH000000000003241,GUADALUPE NUEVO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),353,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,GUADALUPE NUEVO,0,0
DOH000000000007284,GUADALUPE VIEJO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),354,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,GUADALUPE VIEJO,0,0
DOH000000000007260,GULOD HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),355,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,GULOD,0,0
DOH000000000000853,HAGONOY HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),356,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,HAGONOY,0,0
DOH000000000002629,HARAPIN ANG BUKAS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),357,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,HARAPIN ANG BUKAS,0,0
DOH000000000004689,HIGHWAY HILLS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),358,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,HIGHWAY HILLS,0,0
DOH000000000003483,HOLY SPIRIT HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),359,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,HOLY SPIRIT,0,0
DOH000000000011474,HULONG DUHAT HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),360,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,HULONG DUHAT,0,0
DOH000000000007272,IBABA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),361,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,IBABA,0,0
DOH000000000023017,IBAYO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),362,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,IBAYO-TIPAS,0,0
DOH000000000011604,ILAYA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),363,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,ILAYA,0,0
DOH000000000002696,INTRAMUROS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),364,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",INTRAMUROS,BARANGAY 657,0,0
DOH000000000005206,ISAAC LOPEZ HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),365,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,HAGDANG BATO ITAAS,0,0
DOH000000000005128,ISIDRO MENDOZA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),366,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",PANDACAN,BARANGAY 848,0,0
DOH000000000002822,ISLA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),367,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,ISLA,0,0
DOH000000000001475,ISMAR HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),368,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,KALAWAAN,0,0
DOH000000000000874,IVC (OLANDES) HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),369,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,INDUSTRIAL VALLEY,0,1
DOH000000000003071,JESUS DE LA PEÑA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),370,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,JESUS DE LA PE?A,0,0
DOH000000000006121,JOSE VICENCIO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),371,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SANTA ANA,BARANGAY 894,0,0
DOH000000000003569,JUAN POSADAS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),372,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",TONDO I/II,BARANGAY 139,0,1
DOH000000000011699,JULIAN FELIPE HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),373,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 8,0,0
DOH000000000004762,KABAYANAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),374,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF SAN JUAN,KABAYANAN,0,0
DOH000000000004954,KALAWAAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),375,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,KALAWAAN,0,0
DOH000000000000140,KALAYAAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),376,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,DO?A IMELDA,0,0
DOH000000000003889,KALAYAAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),377,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PASAY CITY,BARANGAY 201,0,0
DOH000000000002336,KALIGAYAHAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),378,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,KALIGAYAHAN,0,0
DOH000000000003482,KAMUNING SUPER HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),379,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,KAMUNING,0,0
DOH000000000005301,KAPASIGAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),380,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,KAPASIGAN,0,1
DOH000000000001481,KAPITOLYO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),381,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,KAPITOLYO,0,0
DOH000000000001467,KARANGALAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),382,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,MANGGAHAN,0,0
DOH000000000000857,KARUHATAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),383,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,KARUHATAN,0,0
DOH000000000003732,KASILAWAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),384,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,KASILAWAN,0,0
DOH000000000025810,KATUPARAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),385,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,KATUPARAN,0,0
DOH000000000007250,KAUNLARAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),386,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF NAVOTAS,NBBS KAUNLARAN,0,0
DOH000000000000840,KRUS NA LIGAS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),387,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,KRUS NA LIGAS,0,0
DOH000000000003108,LA HUERTA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),388,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF PARA?AQUE,LA HUERTA,0,0
DOH000000000007268,LA LOMA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),389,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,PAANG BUNDOK,0,0
DOH000000000001449,LA PAZ HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),390,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,LA PAZ,0,0
DOH000000000001447,LAGRO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),391,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,GREATER LAGRO,0,0
DOH000000000043604,LAGUERTA HEALTH CENTER,Rural Health Unit,Government,NA,NATIONAL CAPITAL REGION (NCR),392,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MUNTINLUPA,TUNASAN,0,0
DOH000000000043871,LAKEVIEW HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),393,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MUNTINLUPA,PUTATAN,0,0
DOH000000000006910,LAWANG BATO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),394,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,LAWANG BATO,0,0
DOH000000000004500,LEVERIZA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),395,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PASAY CITY,BARANGAY 23,0,0
DOH000000000002624,LIBIS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),396,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,LIBIS,0,0
DOH000000000004082,LIGID HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),397,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,LIGID-TIPAS,0,0
DOH000000000029731,LIGID SUPER HEALTH CENTER (SPECIAL HEALTH UNIT),Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),398,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,LIGID-TIPAS,0,0
DOH000000000002520,LINGUNAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),399,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,LINGUNAN,0,0
DOH000000000027926,LLANO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),400,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 167,0,0
DOH000000000007264,LONGOS SUPER HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),401,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,LONGOS,0,0
DOH000000000037094,LOWER TIBAGAN HEALTH STATION,Rural Health Unit,Government,NA,NATIONAL CAPITAL REGION (NCR),402,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,GEN. T. DE LEON,0,0
DOH000000000040938,LOWER TIBAGAN UGONG HEALTH STATION,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),403,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,UGONG,0,0
DOH000000000005357,LUPANG PANGAKO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),404,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,PAYATAS,0,0
DOH000000000000860,LUZVIMINDA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),405,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SAMPALOC,BARANGAY 558,0,0
DOH000000000003843,M. DELA CRUZ HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),406,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PASAY CITY,BARANGAY 128,0,0
DOH000000000003840,M. EARNSHAW HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),407,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SAMPALOC,BARANGAY 458,0,0
DOH000000000003485,M. H. PEDRO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),408,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,PASONG TAMO,0,0
DOH000000000002263,M.C. ICASIANO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),409,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",PACO,BARANGAY 812,0,0
DOH000000000003841,MA. CLARA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),410,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SAMPALOC,BARANGAY 483,0,0
