KII ID,row,County/Akobo,Gender/Female,Intervention Type/Advocacy,Intervention Type/Peacebuilding,Perception of Stresses/Improved,Programming Gaps/Health,Resilience,Respondent Type/Government,Shocks/Drought,Shocks/Financial,Shocks/Hunger,Stresses/Conflict,Gender/Male,Intervention Type/Livelihoods,Programming Gaps/Capacity Building,Programming Gaps/Violence Prevention,Respondent Type/CSO_NGO Worker,Intervention Type/Humanitarian,Perception of Stresses/Worsened,Programming Gaps/Agriculture,Programming Gaps/Infastructure,Intervention Type/Economic,Programming Gaps/Financial,Shiocks/Food,Shocks/Flood,Respondent Type/Youth Leader,Stresses/Climate Change,County/Budi,Programming Gaps/Infrastructure,Programming Gaps/Protection,Programming Gaps/Life skills,Shocks/Pests,Intervention Type/Agriculture,Intervention Type/Protection,Programming Gaps/WASH,Shocks/Pest,Vulnerable Populations/Women,Programming Gaps/Education,Respondent Type/Private Sector,County/Jur River,Intervention Type/Education,Intervention Type/Nutrition,Intervention Type/Humanitarian Assistance,Intervention Type/Infrastructure,Perception of Stresses/Same,Intervention Type/Health services,Shocks/Medical Condition,County/Kapoeta North,"Programming Gaps/Violence Prevention
Programming Gaps/Peacebuilding?",Respondent Type/Community Leader,Intervention Type/WASH,Programming Gaps/Coordination,Respondent Type/Women Leader,Programming Gaps/ROL,County/Pibor,Stresses/Protection,Stresses/Unemployment,Respondent Type/IPs,County/Wau,Intervention Type/Peabuilding,Stresses/Corruption,Vulnerable Populations/Youth
Budi_KII_6,11,NA,NA,NA,"He is the deputy youth leader for Budi county, the support the community  by participating in peace dialoque organize by Ips ( CDSS,ROG, CRS); sensitize the youth in different payams on the danger of conflicts, GBVs, rubbery, road ambush,  too much alcohol consumption & advocate for youth participation in farming as well as use of local seeds that resist drought.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_6,12,NA,NA,NA,"Approaches use includes: peace dialoque with neighboring community facilitated by Ips; community sensitization on the dangers of GBVs; alcohol, road rubbery etc to youths, danger of bush burning, sensitizing youth on good management skills of their resoruces arcoss the county, training of youth on livelihoods skills and establishment of small business to support livelihoods.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is little improvement, there is reduced insecurity, increase in produce due to support from IPs like RASS, SCI,CRS etc  & trainings on best agronomic practices as well as provision of agricultural tools",NA,NA,NA,NA,NA,NA,"deputy youth leader, Budi youth association",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inaccessibility to other Payams and big towns due to bad roads, Poor education system & lack of government scholarship, animal diseases and limited vetinery services, lack of Haffir for animals during dry season, lack of vocational training center for the youth & women",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Main shocks & stressor includes pest & diseases (fall army worm occurred in April-May 2022), prolong dry spell, high rate of alcohol consumptions, insecurity due to cattle raiding, road ambush, rubbery etc; high rate of GBVs cases across the county results into killing, sucide, girl child compensation in case a person is killed during a fight, women are mostly affected by the shocks & stressor compare to men as they take all the family burden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"limited life skills activities across the county, poor hygiene & sanitation , lack of referal pathway for GBV survisors, insecurity, inadquate sources of safe drinking water, lack of mechanised equipments like tractor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Budi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_7,3,NA,Female,NA,NA,NA,"lack of mechanized agricultural equipments, inadqaute health care centers mostly in the uplands, and poor road conditions leads to high maternal moterlity rate, poor telecommunication network except chukumdum town.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"What approaches were used to address the impact of the shocks and stressors? Trainings & senisitaization of the community on the danger of GBVs, trauma healing activities by Ips like ROG,  training on the best agronomic practices",NA,"There is gap in education system, inadqaute safe drinking water sources across the county, poor roadnets affects movement mostly during rain seasons and leads to increase of food prices in market",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_7,9,NA,NA,NA,NA,"A bit of improvement  in agricultural sector due to trainings on best agronomic practices, distribution of small ruminants animals like goats to widows & people with disability has improve livelihoods.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_7,4,NA,NA,NA,NA,NA,NA,NA,RRC secretary for Budi County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pest & diseases ( fall army worm affects harvest in April-May), insecurity, high rate of GBVs cases at HHs level, many community members are truamatize due to the loss of their ones, separtion from their children due to the war etc.  How it affects: it create fears among the community and limit access to farms that are far from home areas, led to loss of lives, women are mostly affecetd because they carry great burden of families.","In your opinion, which of these approaches were most helpful? Trauma healing activities help women & young girl to recover from stress especially in the seleted payams,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_9,6,NA,NA,NA,NA,NA,NA,NA,NA,"Insecurity incidents in Kikilai  to Uganda road that occurred in May 2022 affects movement & businessmen; long dry spell from  Aug-Dec 2022; bad road networks limits access to other payams & big towns especially during rain season, high transport cost- leads to high market prices,  the effect of shocks & stressor in the county is,  there is increase in the prices of local produces, increase in GBVs cases at HHs due the demand for money women got from cash for work activities. women are mostly affected as they carry the family burden, men resorted to drinking alcohol as it's more cheeper than buying food from the market,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Budi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iam a  business man and deals with supply of constructions materials; we do support the community with building materials that we bring from Uganda; we supply agricultural inputs such as tools, seeds,ox-plough etc","Continuous awareness by IPs to sensitize both men & women on the dangers of GBV, development is affected as many people are traumatize due to lack of jobs, damage of goods on the roads as trucks bringing goods from big towns such as Uganda, Juba can get stuck for a month on the road for businessmen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No approaches develop to address increase in the market price; awareness activities on GBVs by some Ips like CRS, CDSS & ROG,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_9,10,NA,NA,NA,NA,There is a little improvement in the county; increase in sells & purchasing power  & establishment of petty trades due to cash for work support provided by the Ips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No much support from the government, most villages didn't received trainings on agro-best practices; poor education system due to unqualified teachers; lack of structures in some locations; insecurity; Poor hygiene and sanitaion open defeacation in most villages, inadqaute safe water sources in some villages where they depends on water from the streams","A business man, Chamber of Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budi_KII_9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,poor road networks and telecommunication limits accessibility and limits urgent updates in case of insecurity.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Example KII: 1_KII_Budi,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pest & diseases such as the fall army worm that happened in April-May 2022, Pronlong dry spell that occurred in August-Oct 2022, hunger experieneced by some HHs; c) women are greatly affected with the shocks & stressors since their main livelihoods activities such as farming was affected hence they have to labor more to get food for the HHs by collecting wild fruits, vegetables, firewood etc, Then men have to go far places looking for green pastures and water for their animals where they get involved in attacks by cattle raider from the neighboring communities.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jur River,"The mandate of the county education department is to improve the level of education in the county. As the County Education Director, I work in collaboration with the headteachers, payam education supervisors and the parents' teachers' association (PTA) to mobilize community to create awareness on ensuring that all children are sent to school. Currently, Jur River has a total of 275 schools (primary and  secondary). Out of this, only 19 schools are operating under permanent structure, with majority of the schools operating in either semi-permanent structures or under trees. In order to strengthen supervision of all the schools, the county education administration purchased 14  motor bikes for schools supervision. Out of which, 8 motor bikes are for county supervisors and 6 are for the payam supervisors who do weekly supervision.","Locally driven efforts are useful as it enhances community sense of agency and ownership. These include, locally led school feeding program by the community; construction of houses for teachers by community, and contribution to support teachers’ welfare. These approaches can help community to continue supporting the education of their children even without support from government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The needs especially in the education sector are many. These needs are further worsened by other primary shocks such as food insecurity and hunger. Multi-sectoral integration of programs will be key in building resilience of the community.,NA,NA,"•	Peace Corps is one of the organization that support schools here in Jur River county. However, the department of education has been engaging the community to identify local initiatives in order to support education in the county. For instance, encouraging community to build local accommodation structures for teachers; community contribution to provide feeding in schools so that learners can attend classes regularly. 
•	The county has a plan to carry out awareness in the community on the importance of sending children to school despite the challenges.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_13,11,NA,NA,NA,NA,"Significant improvement has been noted in Jur River in terms of overall school enrolment of the pupils and students in the last twelve months as a result of the government policy of free education for every child. Teaching has equally improved, due to routine monitoring by the county education department, including weekly school supervision by the payam education supervisors. This year 2023, the enrolment has been nearly 50/50 % between girls and boys.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"•	Poor learning infrastructure, as most schools are operated under trees.
•	Lack of WASH facilities e.g., boreholes and pit latrines at schools
•	Lack of school equipment e.g., benches to learners and other learning 
•	Lack of motivation for teachers which affects learning.
•	Limited teacher accommodation facilities.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_13,5,NA,NA,NA,NA,NA,NA,NA,"Director for Education, County Department of Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_13,7,NA,NA,NA,NA,NA,NA,NA,NA,"•	Major shocks include: hunger and food insecurity as a result of rain-fed agriculture; economic shock characterized by high commodity prices nearly on daily basis especially in the last 12 months; gender base violence, prolonged dry spells (rain starts late – June and stops early – October yearly).

•	Hunger has contributed to dropouts of children out of school, and left vulnerable people resort to negative copping mechanism like robbery. Economic shocks have contributed to domestic gender base violence and deepened. 

•	Women are affected more as compared to men because they shoulder most of the family responsibility. Men are depressed due to failure to provide for the family. Girl child forced to drop out of school and forced to marry in order for the family to survive.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Community in the  floods prone areas normally take refugee in the high lands which however has no consumption water. Others migrate to nearby counties for shelter.  Most of the flood affected population survive on wild foods (wild yams, fruits, leaves, roots, honey etc) untill they get external assistance from NGOs through the effeorts of RRC and sometimes there are no assistance at all given that this case repeat yearly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jur River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The mandate of Relief and Rehabilitation Commission at county level is to coordinate and direct deployment of Non-Governmental Organizations to areas of needs in the county; identify needs during emergencies, initiate projects and determine targets for humanitarian interventions. The RRC enumerator collect information on humanitarian needs as a result of natural disasters and manmade hazards and mobilize partners through coordination meetings in order to respond.","In some parts of the county, the community buid dykes, ….............",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_14,12,NA,NA,NA,NA,"In the last 12 months, the county has witnessed relative peace, and there has been no incidences of conflict. The situation has improved after the Marial Bai Agreement and other peacebuilding efforts. The government is trying its best to encourage the community to co-exist in harmony.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_14,4,NA,NA,NA,NA,NA,"The main challenges or gaps include:
•	Health: Currently, only Johanniter International and Cordaid are the ones providing health care in Jur River, and only few health facilities are supported. There’s need for more partners to strengthen the health sector so that children and pregnant women can access health care services in Jur River County.
•	In addition, during rainy season, and when flooding happens, there is high incidence of malaria among children and old people because there are no mosquito nets.
•	Water: There are few functional boreholes in Jur River county. 
•	Education: There are only few schools in Jur River with school structures. Majority of the schools are under trees and during rain season, learning is disrupted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_14,6,NA,NA,NA,NA,NA,NA,NA,"County RRC Coordinator, Relief and Rehabilitation Commission (RRC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_14,8,NA,NA,NA,NA,NA,NA,NA,NA,"Major shocks and stresses include: Floods that happens every year; prolonged dry spell which is always followed by floods between August and October each year, destroying crops, affects livestock and erodes existing livelihoods of the community, resulting in food insecurity and hunger. GBV, Health shocks as a result of floods increasing malaria incidence. Some of the stresses include: high commodity prices and poor essential service delivery.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Main shocks include; Floods happen every year and always destroy houses, crops, and livestock; prolonged dry spell, every year; high commodity prices (economic shock) affects people on daily basis; GBV, mainly forced marriages as a result of the impact of other primary shocks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.	Education – not many women and girls have attended school for many reasons including poverty, negative cultural beliefs.
2.	NFIs for floods affected population.
3.	Poor health services 
4.	GBV prevention services",NA,Jur River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_15,4,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chairperson, County Women Association",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.	Floods: Digging of water passage channels around homes; relocating to higher grounds; relief aid.
2.	Prolonged dry spell: Provision of vegetable seeds, tools and training; small scale businesses e.g., bread baking, tailoring. 
3.	High commodity prices (economic shock): Economic empowerment of women and youths through training and provision of start-up kits; VSLA Training/kits; reducing expenditures in order to buy food; reducing the number of meals per day from 2 to 1.
4.	GBV (including forced marriages): Raising awareness among women and girls.",NA,NA,NA,NA,There is need to support more girls and women to enrol to school.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.	Economic empowerment of women and youths through training and provision of start-up kits and VSLA Training/kits support have been helpful in helping women become self-reliant.
2.	Vocational skills training in bread baking, tailoring – women are now able to earn from these businesses. 
3.	Provision of vegetable seeds, tools, and training – has provided alternative sources of food and income especially during prolonged dry spell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Working with partners to train women and girls in tailoring, bread/cake making, entrepreneurship skills, vegetable production and awareness on risks of alcoholism and drug abuse. Some of the partners include: RASS, NRC, IOM, Care International.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Currently, supporting women on vegetable production as rains have delayed. Some women have now been engaged in petty trade or businesses as they wait for the farming season.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.	Major shocks include: conflict between farmers and cattle keepers in 2019 to 2020 – crops destroyed and displaced farmers.
2.	Floods – August to October every year.
3.	Economic shock – due to limited economic opportunities for youths and high level of unemployment among the youths.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Youth Representative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jur River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.	Working with the youths to be self-reliant by engaging in farming. 
2.	Encouraging the youths in all Payams to organize themselves into groups and engage in agriculture.
3.	Encourage youth to engage in communal farming in the absence of support from NGOs and government.
4.	Youth leaders are present in all Payams and engage with their respective youth on issues that affect the youths.
5.	Work with community leaders and local authorities to address issues that affect youths.
6.	Volunteer to support community activities such as working on community access roads and security.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.	Few youths targeted with vocational training opportunities.
2.	Few cattle and ox ploughs
3.	Limited economic empowerment opportunities for youths",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.	Cash/Food for asset – encouraged youths to work and enabled youths to have access to income that reduced vulnerability.
2.	Engaging youths in agriculture, especially training youths on the use of ox ploughs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Youth should be empowered in order to become self-reliant.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.	Cash/Food for asset – encouraged youths to work and enabled youths to have access to income that reduced vulnerability.
2.	Engaging youths in agriculture, especially training youths on the use of ox ploughs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
