KII ID,row,Intervention Type/Peacebuilding,Programming Gaps/Peacebuilding,Shocks/Flood,Programming Gaps/Agriculture,Stresses/Conflict,Intervention Type/Nutrition,Shocks/Financial,Intervention Type/Agriculture,Programming Gaps/Education,Shocks/Pests,Intervention Type/Protection,Programming Gaps/WASH,Intervention Type/Livelihoods,Programming Gaps/Life Skills,Shocks/Drought,Programming Gaps/Infastructure,Intervention Type/Infrastructure,Stresses/Security Issues,Stresses/Poverty,Intervention Type/Economic,Programming Gaps/Protection,Shocks/Medical Condition,Programming Gaps/Health,Intervention Type/Education,Programming Gaps/Coordination,Intervention Type/Health services,Intervention Type/WASH,Programming Gaps/Infrastructure,Programming Gaps/Violence Prevention,Programming Gaps/Life skills,Programming Gaps/Nutrition,Vulnerable Population/Women,Vulnerable Populations/Youth,Stresses/Drought,Perception of Stresses/Worsened,Programming Gaps/M&E,Vulnerable Populations/Children,Pereption of Stresses/Worsened
Kapoeta North_KII_22,2,NA,NA,NA,NA,NA,"Edward Lopoche is my name, am the County RRC Coordinator. Through RRC, the community gets sensitization to crop farming and other local production with the help of partners who support agriculture activities in the County and people get to learn the skills for farming. A good number of members in the community defend on cattle keeping and therefore his institution keeps encouraging the community to rare their animals as well as take nutritious food always by balancing the diets, as their institution monitors the improvement of the situation among the members.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,11,NA,NA,NA,NA,NA,NA,NA,"Peace dialogue among Toposa, Murle, Buya, and Tenent communities                                                                                                                                                            Preparing field farms and wait for rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The peace dialogue because with peace the community can have barter trade with other communities that are involved in cattle raiding and also the community can produce enough food when the community members are living in harmony with other neighboring communities and these will improve the development of schools, health and big centers for selling and buying of local products that being produce by locals.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The health facilities can be accessed by most of the members which was hard some years back to access. the community has brought their children to school willingly both boys and girls yet in the past boys were only allowed to go to school. the community members have practice hygiene and as you can see the center is clean. The County has improved in terms of business where most of the youth engaged themselves in business activities as well as women.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, the situation in this County has improved and most of the household members have access to the market through the opening of feeders roads that connect bomas to the main center.",NA,"cattle raiding 
drought (dryspell)                                                                                                                                      
The shocks are not frequent but occurs occasionally                                                                     
 The County was affected most recently, Members lost lives, colleagues, and cattle to the raiders. Many young productive youths become traumatized after the incident.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"My Name is Rose Lomare and I am the chair lady for the women group in Kapoeta North. Through my office, women have access to improve health services, hygiene awareness, and promotion, the creation of VSLA/SILC groups, CWMC, distribution of Dignity kits, and awareness on the importance of CLTS with the help of partners. Women are sensitized on the importance of crop farming and rearing animals and most of the members are practicing with the knowledge of having a food diet always than eating the same meal. Women are running most of the business in the center through knowledge and skills acquired from partners' pieces of training.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,12,NA,NA,NA,NA,NA,NA,NA,The approach used to address cattle raiding is peace dialogue among the communities involved in raiding and the approach used to address the drought (dry spell) is by preparing the farming land early and wait for the rainy season.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,3,NA,NA,NA,NA,NA,the peace dialogue because when the community live in peace and harmony the business will boom up and there will be promotion of selling the local products to the market where women take charcoal to the center and sell.the women will able to have grass cutting in far places for their houses when the peace is there and also the community will harvest a lot of food from their peaceful cultivation in the community leading them to be independed people.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,There is a change in the County because in the past people were not practicing kitchen gardens but now most of the households have the kitchen garden in their compounds. the community through education awareness has taken their children to school willingly both boys and girls than before when boys were the only ones that can be allowed to join the school. IPs' training on entrepreneurial skills led the community members aware of the importance of business and therefore many shops have been added in the past 12 months.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The main shocks and stressors are the cattle raiding between neighboring communities and drought( Long dry spell) and they are not frequent. The county was affected when many people lost lives and cattle during raiding causing most of the youth to be traumatized. Many men and women lost their young ones during the cattle raid and some of the women lose their husbands which lead to the increased number of orphans and widows in the county.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saverio Pasquale and I am the County Executive Director. The County government coordinates with the implementing partners to address the community on the importance of agricultural activities, the opening of feeder roads, Hygiene promotion & awareness about the improvement of the livelihood. The partners also support the government in every activity to benefit the entire population. The County provides health education sessions to all the people and the County authority has joined the plan always with partners in doing an assessment first in any affected villages to acquire more information for decision making which will help in mitigating the risks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,13,NA,NA,NA,NA,NA,NA,NA,The approach used to address cattle raiding is peace dialogue among the communities involved. The approach used to address the drought (dry spell) is by preparing the farmland early and waiting for the rain while the community also defends on the GFD ratio.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The main shocks and stressors are the cattle raiding between neighboring communities and drought(dry spell) which are not frequently experienced. The county was affected due to the loss of lives and resources, where resources such as cattle were the main livelihood activity in the county. Kapoeta North in general experience a long dry spell due to the delay of rain this year, they majorly focus on General Food Distribution provided by ADRA and cash for assets provided by CRS to mitigate the long dry spell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,14,NA,NA,NA,NA,NA,NA,NA,The approach used to address cattle raiding is peace dialogue among the communities involved in cattle raiding and the approach used to address the drought (dry spell) is by preparing the farming land early and wait for the rain.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,15,NA,NA,NA,NA,NA,NA,NA,The approach used to address cattle raiding is peace dialogue among the communities involved in cattle raiding and the approach used to address the drought (dry spell) is by preparing the farming land early and wait for the rain.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is a lot of improvement in terms of community resilience. The community has picked and coped with the strategies after receiving training from the partners on the awareness and importance of personal hygiene, and CLTS to avoid open defecations. and to cope with life through trauma healing. The community has improved in agriculture and most of the members have known the importance of crop farming and rearing of the animals as well.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is a lot of improvement in terms of community resilience. The community has picked and coped with the strategies after receiving training from the partners on the awareness and importance of personal hygiene, and CLTS to avoid open defecations. and to cope with life through trauma healing. The community has improved in agriculture and most of the members have known the importance of crop farming and rearing of the animals as well.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lack of transportation for the victims after the raids lead to the death of some victims.,There is a need to have laws and regulations to abide by all communities involved in the agreement and if any communities break those laws will be punished.,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I am Elia Iko, the chairperson of the youth in Kapoeta North. The youth in the County plays a big role in supporting the community to have food by doing a small business by bringing food items in the nearby communities, the youths assist their parents and their wives in farming, including the creation of awareness in the community on the importance of nutrition to community members so that they can practice balance diet always. The youths rear animals in the community and assist members during shocks like flooding or outbreak of fire by carrying people's properties to a safe place, the youth body has a plan in place to address disaster management that organize to mitigate the flooding by digging the dykes in affected Payams such as Paringa, Chumakori and Lomeyen respectively.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,9,NA,NA,NA,NA,The main shocks and stressors are cattle raiding among the neighboring communities and drought (dry spell) and they are not frequent. The county is affected when many people lose life during cattle raiding and their head of cattle were taken causing most of the youth to have trauma after losing their colleagues and their cattle. Many men and women lose their young ones during the cattle raid and some of the women lose their husbands. The stressor is alcohol consumption among the members leading to Gender Base Violence.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,10,NA,NA,NA,NA,The main shocks and stressors are cattle raiding among the neighboring communities and drought (dry spell) and they are not frequent. The county is affected when many people lose life during cattle raiding and their head of cattle were taken causing most of the youth to have trauma after losing their colleagues and their cattle. Many men and women lose their young ones during the cattle raid and some of the women lose their husbands. The stressor is alcohol consumption among the members leading to Gender Base Violence.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,4,NA,NA,NA,NA,NA,"Intercommunal fight; People normally monitor the situation and prepare for their safety through alerts from state government who leak information to community members.
Peace partners have supported with dialogues with communities to peacefully coexist and also monitor intercommunal conflicts for communities in Pibor, Akobo and Bor who have interlocutors and give information or alerts if some is to happened like a planned attack.
Drought; Actors/partners have been trying to respond to change in climate by giving peope humanitarian food aid (GFD) and other give unconditional food to vulnerable population in the villages to reduce the adverse effects of drought and hunger.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,11,NA,NA,NA,NA,"There is no improvement owing to continuous intercommunal fightings. Communities organize themselves in numbers and attack neigboring communities kill people, destroy properties and take all valuation items which has kept Pibor under under emergency activities year in year out. For instance last year an attack happen were children where children taken, lifes lost, animals taken.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is a need to change mind set of communities to prepare for development. For example there is a need to educate people to leave peaceful and avoid intercommunal conflicts, disaster preparedness interms of flooding if all those are effected there will be a change in peoples livelihoods in Pibor County.
Humanitarians need to increase resilience projects so that communities can cope up with the emerging shocks and stressors",NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,6,NA,NA,"The main shocks and stressors in Pibor are; intercommunal conflicts, droughts, hunger, and flooding.
A
Conflicts which takes the form of organized intercommunal fights/attacks. This happens yearly and normally takes people un aware.
Drought the unpredictable rains is also major schock like people have planted thinking rains will start in April but till now it is still dry and the crops are going to die with the delays of rainfall.
Hunger has also hit the county. On yearly basis people tend to exp
Flooding is one of the shocks. It used to take 8 years to experience flooding but of recent that seem to have changed. The county was hit by flooding consecutively in 2017, 2019, 2020 and 2021 that explains some of the chanllenges households are facing now.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,7,NA,NA,"B
Conflict; people lost both life and properties.
Drought; has now worsened on the ability of the households to grow crops and vegetables which could supplement on whatever little the households have thus exacerbating the hunger situation in the Pibor.
Flooding; during flooding time people lost properties and livestock as there no many higher lands nearby. People were rendered useless as they couldnt do anything for their livelihoods but rather depended on support got from NGOs and or government to smaller extend.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The situation has somehow improved compared last 12 months because NGOs have supported communities in varried areas but mostly primary health health care, food security and other livelihood activities though the support is not enough because people continue to come to Pibor center from other communities outside Pibor town.
Last year Dinka communities from Bor attacked Gumuruk area of Pibor and the effect was feld allover Pibor so people dont have their livelihoods they used to have as everything was looted, destroyed and people killed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inadequate of schools and teachers. Parents normally mobilize money to pay for teachers.
Children study under trees said the Payam Admin.
Pibor has no good health services. MSF used to support since and beyond 2008 to 2020 after they moved out of Pibor there have been no good health service providers. The county deserve to have hospital but so far there is no hospital in the county. JAM NGO now called For Africa is only implementing primary health care services and complicated case is reffered to Juba for further ttreatment/management. Akelo Payam doesnt have even PHCU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Payam Admin noted development artners should come and fill in the gaps especially for health and education. These gaps stresses the communities and thus affecting their resilience. 
Apparently there are no enough medicines in the facilities.
Government needs to construct the roads connecting Greator Pibor Administrative Area (GPAA). Saying the county locked. Everything come to Pibor through air and that has made commodities expensive in the local market. A case inpoint a 20 litre of diesel is closong to 70,000ssp more than tripple the price in Juba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Humanitarian Assistance to communities is the most helpful approach because no one was there to give such a support to people suffering the flooding though there was some support from government like in Tolo island people were about to be engulfed by water and government sent boat to ferry people away from there.
A
The shocks and stressors have affected development because focus has to change to face the shocks than other planned activities that could be developmental to the county/communities.
B
People are seen resilient because every year the shocks happen but people continue to leave and face the shocks in any way though they are mostly been supported through.
",NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intercommunal fight; Government has tried to engage warring commuities in dialogue but was not very successful. Government also briefed local chiefs on peaceful coexistence and chiefs took the messages down to the communities the impact is yet to be seen.
Flooding; for flooding, communities have not prepared themselves to face to face any floding that might come and communities also dont know when flooding will occur that puts them in wrong position to withstand the effects. Last time people had to run to higher land like Lokurinyang inAkelo Payam.
NGOs supported with NFIs like plastic sheets, blankets, and LLITNs and also food aid given to community members.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,8,NA,NA,"The main shocks and stressors in Pibor are; intercommunal conflicts, hunger, and flooding.
A
Conflicts in Pibor tend to happen yearly and the attackers normally attack in June and December now its May communities are begining to get worried if neigboring communities would come and attack Pibor. 
Hunger in Pibor tend to affect people yearly.
Flooding  used not to be frequent but the recurring flooding of 2019, 2020 and 2021 affected communities adversely to the extend people were not able to do anything for living but rather depended on assistance from individuals and NGOs
B
Conflict; The intercommunal fights have led to loss of lifes and properties, displacements and abduction of children.
Hunger; the long spell of the dry season also worsened the hunger situation of households in Pibor because what people people have planted are drying thus widening the food insecurity gap.
Flooding made it diffult for communities to grow crops and vegetables that also explains continuos hunger situation in households.
C
The shocks and stressors affect both men and women equally for instance taking/abduction of children is very painful to both parents and also killing of community members or any one in the households affects all gender. Which is therefore the same with other shcks like the flooding and drought
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_28,5,NA,NA,NA,NA,NA,"Government evacuated people to higher lands during the pick of the flooding. Some community members in Vertet were evacuated to Pibor town for safety.
NFIs materials like (LLITNs, blankets, plastic sheets etc) and basic/emergency shelter given to all household affected.
Use of plastic sheets as boat to transport household properties and people.
Age set dialogues organised in collaboartion with Women Union, GRADO, VSF, Non Violence Peace Force, FCA, DT Global and Peace Canal.
Training on trauma and peacebuilding.
Government supported in settling IDPs in Pibor.
NGOs supported IDPs with cash, and food aid.",NA,NA,"Lack of transport means for Women Union to go to far areas for dialogue activities.
Insecurity has affected service delivery, even one can be killed from the farm while farming.
Poor education standard. Teachers are poorly paid by the government and as result many run away from the profession.
Lack of hospiatal in Pibor. Health service delivery was initially run by MSF but since they left one implementing health right now is incapacitated.
Lack of boat for Women Union to use for its activities during rain season.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_28,6,NA,NA,NA,NA,NA,NA,NA,NA,"Women of Pibor are the most vulnerable and they need tools for farming.
Need to have a hospital in Pibor and
need to strengthen the education system.",NA,NA,NA,"The situation has somehow improved compared last 12 months because NGOs have offered many capacity building trainings like tyloring, bread making and other area critical areas.
There used to fewer iron sheets seen on buildings but now there are many iron sheets in the community.
There is also an ongoing adult education for which is benefitial to women in Pibor who didnt have the chance for education.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_28,9,NA,NA,"The main shocks and stressors in Pibor are; intercommunal conflicts, age set fighting/conflicts, and flooding.
A
Conflicts in Pibor tend to happen yearly like 3 times a year. 
Age set fighting happens every year and mostly around May and June.
Flooding  used not to be frequent but the recurring flooding of 2019, 2020 and 2021 affected communities adversely to the extend people were not able to do anything for living and the effects are felt till today.
B
Conflict; The intercommunal fights have created IDP situation in the county, lack of food for the affected communities, loss of life and properties, children and women abducted during the conflicts.
Age set fights promotes misunderstanding and a culture of violence amongst youth in the community.
Flooding led to death of many livestock, farmlands destroyed, wash away properties of households, and people sometimes die as result of the conditions caused by flood. 
C
Children fighting and killing each other is so painful to mothers who know the pain of delivery and up bringing of children than men who dont feel such a pain like women do.
However flooding affects both men and women the same.
Intercommunal conflicts affects both both men and women the same.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,3,"NFIs (blankets, plastic sheets, LLITNs, etc) distributed to IDPs displaced as a result of flooding and conflicts.
Dialogue forums organized by partners to tackle the problem of age set fighting in the community and intercommunal conficts spearheaded by Non Violence Peace Force and others.
CRS supported with GFD activities to the affected communities.
Government settled IDPs who fled conflict from Lekuangole, Gumuruk and other areas in Pibor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,6,NA,NA,NA,NA,NA,"GFD approach was the most helpful support given by partners because with the food people were going to die of hunger.
The food given gave communities the resilience to withstand the shock.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,4,"There is an improvement because;
There are capacity-building activities to women in the areas of GBV, Peace, skilled training in tailoring etc.
Nowadays women have some level of voice in the community which used not to be the case.
There are at least commodities for people to buy in the local market though the prices are relatively higher.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor education service delivery to the people of Pibor like teachers are not been paid well who prefer to leave the profession as result.
Health service provision is not good enough with inadequate drugs.
High insecurity on the roads, leading to and from Pibor which affects movement of people.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_29,12,NA,NA,NA,NA,"The main shocks and stressors in Pibor are; intercommunal conflicts, age set fighting/conflicts, and flooding.
A
Flooding occured in 2019, 2020 and 2021 but the effects are felt till now.
Intercommunal  conflicts and age set fights happen frequently more than 3 times a year.
B
IDP situation is created as a result of intercommunal conflicts.
Loss of life and properties destroyed during the conflicts/fights.
Flooding destroyed properties of people and caused displacement.
Age set fights promotes a culture of violence amongst the community. 
C
Women get affected more than the men because women cant run and leave their children during flooding and conflicts. Feed, and run with the children while get are either not there or enaged in confronting the fight.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Government solders escort communities to distribution centers which are far for communities who come from Vertet, Gumuruk and Lekuangole.
Training of women, youths and elders on peace building.
Women received dignity kits, a project implemented by Plan International, CIDO, Voice of Peace.
Nutrition activities for the PLWs (pregnant and lactating women) and children.
NGOs have distributed plastic sheets for erecting shelters for the IDPs and during flooding.
Plan International gave canoes given to communities during flooding.
GFD activities for the communities affected by CRS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,5,"The situation has improved because;
Age set fights have reduced to every two or three months but it used to be more frequent.
Commodities are available in the market for people to buy except that they are expensive.
People used to be attacked and or killed when you go to the farm but that has reduced.
Intercommunal conflicts have reduced because of awareness activities supported by partners in Pibor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giving out free things year in year out is training people to be lazy and don’t work.
Far places are not getting services provided by either government or NGOs.
Insecurities on the roads, intercommunal conflicts, age set fights affects service delivery to the needy communities.
Age set fighting affects schools because whenever such fights start schools close immediately because it that does spillover to the schools.
There is no hospital in Pibor. For Africa NGO is only implementing primary health care services in Pibor with challenges of lack of essential drugs.",NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_30,13,NA,NA,NA,NA,"The main shocks and stressors in Pibor are; intercommunal conflicts, age set fights, rape and adultary cases, robbery on the roads leading to and from Pibor town, Early marriage, and flooding.
A
Intercommunnal conflicts in Pibor tend to happen 2 to 3 times yearly.
Age set fights happen more than 3 times a year.
displacements caused by massive flooding which effects are felt todate.
Road robberies, rape, adultary do happen frequently.
Early marriage is a common practice in Pibor.
Elders fear dialoguing with the youths involved in age set fights for fear of being killed.
Age set fights have led to seperation of people/family members because the youth just join any of the groups for such fights.
B
Conflict; The intercommunal and age set fights have led to loss of lifes and properties, displacements, cattles raided, creation of hunger condition and abduction of children.
road robberies; affects movement on the roads because of fear yet people need to move to look for their livelihood activities.
Flooding made it diffult for communities to grow crops and vegetables that also explains continuos hunger situation in households.
C
Women are the major victims of all the shocks like the rape which really traumatises women for the rest of their lives.
Women move into the forests to look for wild fruits for their families and get attacked in the forests.
Women lose their children to age set fights which is a painful thing to women.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_31,7,NA,NA,NA,NA,NA,"Construction of dykes by the Youth Union to prevent flooding from spilling over to the whole community.
Plan International and OXFAM distributed sacks to built dykes.
CIDO and other agencies distributed plastic sheets for the construction of temporary shelters.
GFD provided by CRS to support communities with food.
UNCEF distributed temporary tents to erect shade for school children.
The peace-building activities efforts done by partners (Sheja salam, SALT, Non Violence Peace Force and UNMISS) have not yielded the intended results because the activities are implemented far away from the conflicting communities like those in the cattle camps and far villages are were the activities should be implemented not inside Pibor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_31,6,"Aware communities on GBV and gender inequality in Pibor.
Monitor the work of the Chiefs in addressing conflicts and were they have challenges, the Youth Union comes in to strengthen the approaches of addressing conflicts.
Facilitate dialogue amongst age set conflicts.
Advocate for the rights of the youths from the NGOs interms job opportunities for the youths were there is a need to see youths occupying local positions.
Raise awareness against early marriage and forced marriage to avoid likelihood impacts on the youth.
Advocate aganst cattle raiding, intercommunal conflicts, child abduction which are frequently happening in Pibor.
Work hand in hand with the government to dialogue with youths in Pochalla though this activity is still in progress but the intentions are good for both communities of Pibor and Pochalla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
